ts,x,y,heading
1771925742838,104,0,S
1771925759615,104,1,S
1771925761138,104,2,S
1771925762607,104,3,S
1771925764113,104,4,S
1771925765688,104,5,S
1771925767237,104,6,S
1771925768795,104,7,S
1771925770329,104,8,S
1771925772094,104,9,S
1771925773636,104,10,S
1771925775243,104,11,S
1771925776853,104,12,S
1771925778359,104,13,S
1771925780059,104,14,S
1771925781600,104,15,S
1771925783062,104,16,S
1771925784607,104,17,S
1771925786115,104,18,S
1771925787698,104,19,S
1771925789349,104,20,S
1771925791025,104,21,S
1771925792731,104,22,S
1771925794301,104,23,S
1771925795864,104,24,S
1771925797331,104,25,S
1771925798863,104,26,S
1771925800538,104,27,S
1771925802148,104,28,S
1771925803779,104,29,S
1771925805306,104,30,S
1771925807079,104,31,S
1771925808697,104,32,S
1771925810253,104,33,S
1771925811919,104,34,S
1771925813495,104,35,S
1771925814921,104,36,S
1771925816526,104,37,S
1771925818309,104,38,S
1771925819941,104,39,S
1771925821560,104,40,S
1771925823274,104,41,S
1771925824818,104,42,S
1771925826734,104,43,S
1771925828366,104,44,S
1771925830160,104,45,S
1771925831691,104,46,S
1771925833441,104,47,S
1771925835181,104,48,S
1771925842465,103,48,W
1771925844013,102,48,W
1771925845694,101,48,W
1771925847298,100,48,W
1771925849003,99,48,W
1771925850570,98,48,W
1771925852094,97,48,W
1771925853753,96,48,W
1771925855405,95,48,W
1771925856994,94,48,W
1771925858652,93,48,W
1771925860295,92,48,W
1771925861793,91,48,W
1771925863629,90,48,W
1771925865192,89,48,W
1771925866859,88,48,W
1771925868460,87,48,W
1771925870156,86,48,W
1771925871847,85,48,W
1771925873482,84,48,W
1771925875140,83,48,W
1771925876656,82,48,W
1771925878147,81,48,W
1771925879757,80,48,W
1771925881306,79,48,W
1771925882898,78,48,W
1771925884525,77,48,W
1771925886057,76,48,W
1771925887709,75,48,W
1771925889380,74,48,W
1771925890966,73,48,W
1771925892673,72,48,W
1771925894315,71,48,W
1771925896378,70,48,W
1771925920049,70,47,N
1771925922580,70,46,N
1771925924013,70,45,N
1771925925579,70,44,N
1771925927163,70,43,N
1771925928671,70,42,N
1771925930236,70,41,N
1771925931770,70,40,N
1771925933280,70,39,N
1771925934857,70,38,N
1771925936478,70,37,N
1771925938104,70,36,N
1771925939713,70,35,N
1771925941278,70,34,N
1771925942731,70,33,N
1771925944245,70,32,N
1771925945961,70,31,N
1771925947577,70,30,N
1771925949197,70,29,N
1771925950812,70,28,N
1771925952343,70,27,N
1771925953797,70,26,N
1771925955453,70,25,N
1771925957527,70,24,N
1771925959252,70,23,N
1771925961119,70,22,N
1771925962741,70,21,N
1771925964340,70,20,N
1771925965991,70,19,N
1771925967592,70,18,N
1771925969184,70,17,N
1771925970879,70,16,N
1771925972481,70,15,N
1771925974005,70,14,N
1771925975647,70,13,N
1771925977198,70,12,N
1771925978797,70,11,N
1771925980362,70,10,N
1771925982029,70,9,N
1771925983522,70,8,N
1771925985212,70,7,N
1771925986919,70,6,N
1771925988403,70,5,N
1771925990060,70,4,N
1771925992869,70,3,N
1771925994943,70,2,N
1771925996884,70,1,N
1771926006916,70,0,N
1771926020884,69,0,W
1771926022184,68,0,W
1771926023815,67,0,W
1771926025683,66,0,W
1771926027235,65,0,W
1771926028824,64,0,W
1771926030281,63,0,W
1771926031940,62,0,W
1771926033396,61,0,W
1771926034897,60,0,W
1771926036490,59,0,W
1771926038089,58,0,W
1771926039550,57,0,W
1771926041005,56,0,W
1771926042732,55,0,W
1771926044313,54,0,W
1771926045898,53,0,W
1771926047489,52,0,W
1771926049171,51,0,W
1771926050762,50,0,W
1771926052346,49,0,W
1771926053722,48,0,W
1771926055830,47,0,W
1771926057529,46,0,W
1771926059195,45,0,W
1771926061145,44,0,W
1771926063003,43,0,W
1771926066978,42,0,W
1771926069320,41,0,W
