ts,x,y,heading
1771925021648,1,0,S
1771925047244,1,1,S
1771925049127,1,2,S
1771925050785,1,3,S
1771925052399,1,4,S
1771925054162,1,5,S
1771925055775,1,6,S
1771925057591,1,7,S
1771925059213,1,8,S
1771925060989,1,9,S
1771925062581,1,10,S
1771925064073,1,11,S
1771925065805,1,12,S
1771925067347,1,13,S
1771925068946,1,14,S
1771925070614,1,15,S
1771925072430,1,16,S
1771925077310,1,17,S
1771925079245,1,18,S
1771925081143,1,19,S
1771925083037,1,20,S
1771925084985,1,21,S
1771925086768,1,22,S
1771925088477,1,23,S
1771925090302,1,24,S
1771925094899,1,25,S
1771925096573,1,26,S
1771925098332,1,27,S
1771925100064,1,28,S
1771925101842,1,29,S
1771925106954,1,30,S
1771925108896,1,31,S
1771925110687,1,32,S
1771925112272,1,33,S
1771925113872,1,34,S
1771925115694,1,35,S
1771925117453,1,36,S
1771925119270,1,37,S
1771925121068,1,38,S
1771925122921,1,39,S
1771925124835,1,40,S
1771925126750,1,41,S
1771925128658,1,42,S
1771925130610,1,43,S
1771925132890,1,44,S
1771925138191,1,45,S
1771925140147,1,46,S
1771925141824,1,47,S
1771925143824,1,48,S
1771925145758,1,49,S
1771925153364,2,49,E
1771925155137,3,49,E
1771925156779,4,49,E
1771925158638,5,49,E
1771925160291,6,49,E
1771925161971,7,49,E
1771925163603,8,49,E
1771925165322,9,49,E
1771925166969,10,49,E
1771925168563,11,49,E
1771925170186,12,49,E
1771925171703,13,49,E
1771925173353,14,49,E
1771925175068,15,49,E
1771925176752,16,49,E
1771925178528,17,49,E
1771925180233,18,49,E
1771925181918,19,49,E
1771925185867,20,49,E
1771925187657,21,49,E
1771925189483,22,49,E
1771925191311,23,49,E
1771925193066,24,49,E
1771925194974,25,49,E
1771925196891,26,49,E
1771925198647,27,49,E
1771925200422,28,49,E
1771925202412,29,49,E
1771925204249,30,49,E
1771925205941,31,49,E
1771925207588,32,49,E
1771925209322,33,49,E
1771925211270,34,49,E
1771925213171,35,49,E
1771925215319,36,49,E
1771925225193,37,49,E
1771925226933,38,49,E
1771925231875,39,49,E
1771925233773,40,49,E
1771925235907,41,49,E
1771925248545,42,49,E
1771925249995,43,49,E
1771925251771,44,49,E
1771925253228,45,49,E
1771925254820,46,49,E
1771925256453,47,49,E
1771925258130,48,49,E
1771925259745,49,49,E
1771925261409,50,49,E
1771925263135,51,49,E
1771925264952,52,49,E
1771925266467,53,49,E
1771925268402,54,49,E
1771925273351,55,49,E
1771925275059,56,49,E
1771925276742,57,49,E
1771925278490,58,49,E
1771925280101,59,49,E
1771925281724,60,49,E
1771925283282,61,49,E
1771925284983,62,49,E
1771925286665,63,49,E
1771925288355,64,49,E
1771925290431,65,49,E
1771925292397,66,49,E
1771925294256,67,49,E
1771925296223,68,49,E
1771925297880,69,49,E
1771925299613,70,49,E
1771925306571,70,48,N
1771925320573,70,47,N
1771925322423,70,46,N
1771925326367,70,45,N
1771925328156,70,44,N
1771925329853,70,43,N
1771925331619,70,42,N
1771925333330,70,41,N
1771925334987,70,40,N
1771925336720,70,39,N
1771925338435,70,38,N
1771925342894,70,37,N
1771925344634,70,36,N
1771925346258,70,35,N
1771925347959,70,34,N
1771925349616,70,33,N
1771925351358,70,32,N
1771925353094,70,31,N
1771925354975,70,30,N
1771925356633,70,29,N
1771925358516,70,28,N
1771925360250,70,27,N
1771925361925,70,26,N
1771925363708,70,25,N
1771925365493,70,24,N
1771925367415,70,23,N
1771925369390,70,22,N
1771925371250,70,21,N
1771925373049,70,20,N
1771925374732,70,19,N
1771925376489,70,18,N
1771925378306,70,17,N
1771925380040,70,16,N
1771925381747,70,15,N
1771925383488,70,14,N
1771925385421,70,13,N
1771925387153,70,12,N
1771925388937,70,11,N
1771925390715,70,10,N
1771925392579,70,9,N
1771925394229,70,8,N
1771925396128,70,7,N
1771925397919,70,6,N
1771925399786,70,5,N
1771925405227,70,4,N
1771925407743,70,3,N
1771925409592,70,2,N
1771925415350,70,1,N
1771925428232,70,0,N
1771925440251,71,0,E
1771925441910,72,0,E
1771925444168,73,0,E
1771925445919,74,0,E
1771925447841,75,0,E
1771925449731,76,0,E
1771925451547,77,0,E
1771925453375,78,0,E
1771925455149,79,0,E
1771925456874,80,0,E
1771925458699,81,0,E
1771925460389,82,0,E
1771925462189,83,0,E
1771925463922,84,0,E
1771925465672,85,0,E
1771925467348,86,0,E
1771925469071,87,0,E
1771925470782,88,0,E
1771925472578,89,0,E
1771925474502,90,0,E
1771925476197,91,0,E
1771925477944,92,0,E
1771925479562,93,0,E
1771925481259,94,0,E
1771925483010,95,0,E
1771925484768,96,0,E
1771925486625,97,0,E
1771925488409,98,0,E
1771925490220,99,0,E
1771925491924,100,0,E
1771925493686,101,0,E
1771925495516,102,0,E
1771925496942,103,0,E
1771925499166,104,0,E
