ts,x,y,heading
1771924195514,41,0,S
1771924213397,42,0,E
1771924215022,43,0,E
1771924216565,44,0,E
1771924218213,45,0,E
1771924219939,46,0,E
1771924221404,47,0,E
1771924222937,48,0,E
1771924224544,49,0,E
1771924226153,50,0,E
1771924227903,51,0,E
1771924229735,52,0,E
1771924231609,53,0,E
1771924233402,54,0,E
1771924235126,55,0,E
1771924236685,56,0,E
1771924238308,57,0,E
1771924239954,58,0,E
1771924241609,59,0,E
1771924243183,60,0,E
1771924244765,61,0,E
1771924246440,62,0,E
1771924248140,63,0,E
1771924249839,64,0,E
1771924251531,65,0,E
1771924253424,66,0,E
1771924255065,67,0,E
1771924256881,68,0,E
1771924258732,69,0,E
1771924260939,70,0,E
1771924270169,70,1,S
1771924271569,70,2,S
1771924273501,70,3,S
1771924275235,70,4,S
1771924277059,70,5,S
1771924279043,70,6,S
1771924280859,70,7,S
1771924282949,70,8,S
1771924284790,70,9,S
1771924286666,70,10,S
1771924291680,70,11,S
1771924293514,70,12,S
1771924295372,70,13,S
1771924297065,70,14,S
1771924298833,70,15,S
1771924300697,70,16,S
1771924302404,70,17,S
1771924304028,70,18,S
1771924305754,70,19,S
1771924307610,70,20,S
1771924309369,70,21,S
1771924311168,70,22,S
1771924312946,70,23,S
1771924314695,70,24,S
1771924316300,70,25,S
1771924318216,70,26,S
1771924320050,70,27,S
1771924321875,70,28,S
1771924323793,70,29,S
1771924325722,70,30,S
1771924327607,70,31,S
1771924331299,70,32,S
1771924333049,70,33,S
1771924334997,70,34,S
1771924336806,70,35,S
1771924338597,70,36,S
1771924340398,70,37,S
1771924342115,70,38,S
1771924343889,70,39,S
1771924345754,70,40,S
1771924347537,70,41,S
1771924349387,70,42,S
1771924351087,70,43,S
1771924353028,70,44,S
1771924355085,70,45,S
1771924357021,70,46,S
1771924359169,70,47,S
1771924363800,70,48,S
1771924376651,69,48,W
1771924378794,68,48,W
1771924380560,67,48,W
1771924382285,66,48,W
1771924383908,65,48,W
1771924385650,64,48,W
1771924387459,63,48,W
1771924389258,62,48,W
1771924391100,61,48,W
1771924392758,60,48,W
1771924394577,59,48,W
1771924396492,58,48,W
1771924398250,57,48,W
1771924400157,56,48,W
1771924402056,55,48,W
1771924403790,54,48,W
1771924405624,53,48,W
1771924407388,52,48,W
1771924409547,51,48,W
1771924411273,50,48,W
1771924413687,49,48,W
1771924415395,48,48,W
1771924417187,47,48,W
1771924418937,46,48,W
1771924420701,45,48,W
1771924425201,44,48,W
1771924427184,43,48,W
1771924431575,42,48,W
1771924433808,41,48,W
1771924435890,40,48,W
1771924437724,39,48,W
1771924439481,38,48,W
1771924441407,37,48,W
1771924443558,36,48,W
1771924445755,35,48,W
1771924447847,34,48,W
1771924449890,33,48,W
1771924451820,32,48,W
1771924453570,31,48,W
1771924455336,30,48,W
1771924457255,29,48,W
1771924459060,28,48,W
1771924460945,27,48,W
1771924463035,26,48,W
1771924464834,25,48,W
1771924466544,24,48,W
1771924468111,23,48,W
1771924469858,22,48,W
1771924471669,21,48,W
1771924473459,20,48,W
1771924475192,19,48,W
1771924477058,18,48,W
1771924478857,17,48,W
1771924480564,16,48,W
1771924482325,15,48,W
1771924484182,14,48,W
1771924485949,13,48,W
1771924487822,12,48,W
1771924489624,11,48,W
1771924491423,10,48,W
1771924493397,9,48,W
1771924495122,8,48,W
1771924496991,7,48,W
1771924498996,6,48,W
1771924500855,5,48,W
1771924502696,4,48,W
1771924504463,3,48,W
1771924506379,2,48,W
1771924510670,1,48,W
1771924530469,1,47,N
1771924532594,1,46,N
1771924534342,1,45,N
1771924535788,1,44,N
1771924537627,1,43,N
1771924539317,1,42,N
1771924541142,1,41,N
1771924542990,1,40,N
1771924544901,1,39,N
1771924546824,1,38,N
1771924548831,1,37,N
1771924550815,1,36,N
1771924552855,1,35,N
1771924554721,1,34,N
1771924556548,1,33,N
1771924558180,1,32,N
1771924559971,1,31,N
1771924561813,1,30,N
1771924563654,1,29,N
1771924565411,1,28,N
1771924567347,1,27,N
1771924569037,1,26,N
1771924570679,1,25,N
1771924572256,1,24,N
1771924574262,1,23,N
1771924575993,1,22,N
1771924577727,1,21,N
1771924579518,1,20,N
1771924581335,1,19,N
1771924583120,1,18,N
1771924584976,1,17,N
1771924586875,1,16,N
1771924588700,1,15,N
1771924590376,1,14,N
1771924591965,1,13,N
1771924593615,1,12,N
1771924595197,1,11,N
1771924596938,1,10,N
1771924598688,1,9,N
1771924600507,1,8,N
1771924602279,1,7,N
1771924604171,1,6,N
1771924605912,1,5,N
1771924607620,1,4,N
1771924609354,1,3,N
1771924611270,1,2,N
1771924613177,1,1,N
