ts,x,y,heading
1772013258848,67,0,S
1772013266349,67,1,S
1772013274032,67,2,S
1772013275587,67,3,S
1772013277058,67,4,S
1772013278556,67,5,S
1772013279968,67,6,S
1772013281289,67,7,S
1772013282701,67,8,S
1772013284156,67,9,S
1772013285587,67,10,S
1772013287062,67,11,S
1772013288498,67,12,S
1772013290030,67,13,S
1772013291472,67,14,S
1772013293136,67,15,S
1772013295003,67,16,S
1772013296595,67,17,S
1772013298151,67,18,S
1772013299811,67,19,S
1772013305662,67,20,S
1772013307216,67,21,S
1772013308809,67,22,S
1772013310284,67,23,S
1772013311725,67,24,S
1772013313442,67,25,S
1772013315009,67,26,S
1772013316500,67,27,S
1772013318251,67,28,S
1772013321633,67,29,S
1772013323199,67,30,S
1772013324816,67,31,S
1772013326332,67,32,S
1772013327832,67,33,S
1772013329583,67,34,S
1772013331130,67,35,S
1772013332799,67,36,S
1772013334481,67,37,S
1772013336029,67,38,S
1772013337654,67,39,S
1772013339287,67,40,S
1772013340853,67,41,S
1772013342462,67,42,S
1772013344171,67,43,S
1772013345805,67,44,S
1772013347544,67,45,S
1772013349246,67,46,S
1772013351085,67,47,S
1772013354801,67,48,S
1772013357310,67,49,S
1772013366549,68,49,E
1772013368147,69,49,E
1772013369490,70,49,E
1772013371179,71,49,E
1772013372629,72,49,E
1772013374312,73,49,E
1772013376045,74,49,E
1772013377720,75,49,E
1772013379328,76,49,E
1772013381003,77,49,E
1772013382586,78,49,E
1772013384211,79,49,E
1772013385819,80,49,E
1772013387458,81,49,E
1772013389135,82,49,E
1772013390767,83,49,E
1772013392442,84,49,E
1772013394167,85,49,E
1772013395792,86,49,E
1772013397467,87,49,E
1772013399092,88,49,E
1772013400749,89,49,E
1772013402276,90,49,E
1772013404066,91,49,E
1772013405615,92,49,E
1772013407107,93,49,E
1772013408766,94,49,E
1772013410272,95,49,E
1772013411798,96,49,E
1772013413614,97,49,E
1772013415164,98,49,E
1772013416680,99,49,E
1772013418380,100,49,E
1772013420071,101,49,E
1772013421863,102,49,E
1772013449211,102,48,N
1772013450984,102,47,N
1772013453977,102,46,N
1772013455550,102,45,N
1772013457205,102,44,N
1772013458952,102,43,N
1772013460591,102,42,N
1772013462284,102,41,N
1772013464240,102,40,N
1772013466090,102,39,N
1772013467866,102,38,N
1772013469656,102,37,N
1772013471398,102,36,N
1772013473173,102,35,N
1772013475409,102,34,N
1772013477597,102,33,N
1772013479855,102,32,N
1772013514865,102,31,N
1772013516414,102,30,N
1772013518104,102,29,N
1772013519788,102,28,N
1772013521387,102,27,N
1772013522994,102,26,N
1772013524569,102,25,N
1772013526076,102,24,N
1772013527677,102,23,N
1772013529251,102,22,N
1772013530885,102,21,N
1772013532260,102,20,N
1772013533809,102,19,N
1772013535417,102,18,N
1772013536927,102,17,N
1772013538375,102,16,N
1772013539893,102,15,N
1772013541516,102,14,N
1772013543000,102,13,N
1772013544608,102,12,N
1772013546199,102,11,N
1772013547791,102,10,N
1772013549414,102,9,N
1772013551032,102,8,N
1772013552632,102,7,N
1772013554189,102,6,N
1772013555747,102,5,N
1772013557431,102,4,N
1772013559172,102,3,N
1772013562721,102,2,N
1772013566595,102,1,N
1772013568962,102,0,N
1772013596395,101,0,W
1772013598037,100,0,W
1772013599537,99,0,W
1772013601178,98,0,W
1772013602808,97,0,W
1772013604383,96,0,W
1772013605920,95,0,W
1772013607692,94,0,W
1772013609274,93,0,W
1772013610908,92,0,W
1772013612467,91,0,W
1772013614091,90,0,W
1772013615725,89,0,W
1772013617331,88,0,W
1772013618890,87,0,W
1772013620557,86,0,W
1772013622065,85,0,W
1772013623647,84,0,W
1772013625330,83,0,W
1772013626988,82,0,W
1772013628687,81,0,W
1772013630356,80,0,W
1772013632097,79,0,W
1772013633712,78,0,W
1772013635419,77,0,W
1772013637128,76,0,W
1772013638731,75,0,W
1772013640236,74,0,W
1772013641743,73,0,W
1772013643419,72,0,W
1772013645144,71,0,W
1772013646737,70,0,W
1772013648275,69,0,W
1772013649852,68,0,W
1772013651476,67,0,W
1772013652984,66,0,W
1772013654600,65,0,W
1772013656075,64,0,W
1772013657574,63,0,W
1772013659200,62,0,W
1772013661116,61,0,W
1772013662665,60,0,W
1772013664400,59,0,W
1772013666283,58,0,W
1772013668085,57,0,W
1772013669657,56,0,W
1772013671331,55,0,W
1772013672982,54,0,W
1772013674574,53,0,W
1772013676324,52,0,W
1772013678082,51,0,W
1772013679640,50,0,W
1772013681315,49,0,W
1772013682847,48,0,W
1772013684405,47,0,W
1772013685982,46,0,W
1772013687688,45,0,W
1772013689421,44,0,W
1772013691157,43,0,W
1772013692878,42,0,W
1772013697881,41,0,W
1772013700570,40,0,W
1772013702737,39,0,W
1772013704386,38,0,W
1772013706004,37,0,W
1772013707602,36,0,W
1772013709337,35,0,W
1772013711067,34,0,W
1772013712736,33,0,W
1772013714476,32,0,W
1772013716075,31,0,W
1772013717999,30,0,W
1772013719748,29,0,W
1772013721274,28,0,W
1772013722856,27,0,W
1772013724522,26,0,W
1772013726163,25,0,W
1772013727871,24,0,W
1772013729321,23,0,W
1772013730954,22,0,W
1772013732538,21,0,W
1772013734113,20,0,W
1772013735654,19,0,W
1772013737138,18,0,W
1772013738777,17,0,W
1772013740519,16,0,W
1772013742036,15,0,W
1772013743651,14,0,W
1772013745418,13,0,W
1772013747094,12,0,W
1772013748725,11,0,W
1772013750194,10,0,W
1772013751926,9,0,W
1772013753542,8,0,W
1772013755213,7,0,W
1772013756843,6,0,W
1772013758532,5,0,W
1772013760257,4,0,W
1772013761957,3,0,W
1772013763631,2,0,W
1772013765374,1,0,W
1772013767350,0,0,W
