ts,x,y,heading
1772012512381,40,0,S
1772012525422,39,0,W
1772012527526,38,0,W
1772012529269,37,0,W
1772012531034,36,0,W
1772012532759,35,0,W
1772012534452,34,0,W
1772012536207,33,0,W
1772012537950,32,0,W
1772012539725,31,0,W
1772012541317,30,0,W
1772012542981,29,0,W
1772012545148,28,0,W
1772012546942,27,0,W
1772012548724,26,0,W
1772012550441,25,0,W
1772012552399,24,0,W
1772012553980,23,0,W
1772012555790,22,0,W
1772012557572,21,0,W
1772012559270,20,0,W
1772012560905,19,0,W
1772012562646,18,0,W
1772012564339,17,0,W
1772012566063,16,0,W
1772012567830,15,0,W
1772012569586,14,0,W
1772012571361,13,0,W
1772012573161,12,0,W
1772012574827,11,0,W
1772012576568,10,0,W
1772012578417,9,0,W
1772012580110,8,0,W
1772012581861,7,0,W
1772012583560,6,0,W
1772012585269,5,0,W
1772012587258,4,0,W
1772012589241,3,0,W
1772012591072,2,0,W
1772012593065,1,0,W
1772012594806,0,0,W
1772012605513,0,1,S
1772012607379,0,2,S
1772012608988,0,3,S
1772012610704,0,4,S
1772012612563,0,5,S
1772012614219,0,6,S
1772012615886,0,7,S
1772012617635,0,8,S
1772012619368,0,9,S
1772012621178,0,10,S
1772012623016,0,11,S
1772012624807,0,12,S
1772012626524,0,13,S
1772012628448,0,14,S
1772012630265,0,15,S
1772012632215,0,16,S
1772012634189,0,17,S
1772012635921,0,18,S
1772012637680,0,19,S
1772012639421,0,20,S
1772012641048,0,21,S
1772012642744,0,22,S
1772012644461,0,23,S
1772012646420,0,24,S
1772012648152,0,25,S
1772012649811,0,26,S
1772012651810,0,27,S
1772012653511,0,28,S
1772012655275,0,29,S
1772012657091,0,30,S
1772012658934,0,31,S
1772012660617,0,32,S
1772012662825,0,33,S
1772012664600,0,34,S
1772012666332,0,35,S
1772012668099,0,36,S
1772012669925,0,37,S
1772012671865,0,38,S
1772012673608,0,39,S
1772012675465,0,40,S
1772012677247,0,41,S
1772012678965,0,42,S
1772012680631,0,43,S
1772012682523,0,44,S
1772012684372,0,45,S
1772012686147,0,46,S
1772012687923,0,47,S
1772012689772,0,48,S
1772012691955,0,49,S
1772012696905,1,49,E
1772012698480,2,49,E
1772012700328,3,49,E
1772012701936,4,49,E
1772012703610,5,49,E
1772012705368,6,49,E
1772012707086,7,49,E
1772012708828,8,49,E
1772012710527,9,49,E
1772012712168,10,49,E
1772012713801,11,49,E
1772012715561,12,49,E
1772012717269,13,49,E
1772012719027,14,49,E
1772012720768,15,49,E
1772012722521,16,49,E
1772012724126,17,49,E
1772012725699,18,49,E
1772012727384,19,49,E
1772012729125,20,49,E
1772012730807,21,49,E
1772012732466,22,49,E
1772012734115,23,49,E
1772012735883,24,49,E
1772012737500,25,49,E
1772012739148,26,49,E
1772012740747,27,49,E
1772012742382,28,49,E
1772012743939,29,49,E
1772012745597,30,49,E
1772012747196,31,49,E
1772012748871,32,49,E
1772012750529,33,49,E
1772012752238,34,49,E
1772012754071,35,49,E
1772012755696,36,49,E
1772012757389,37,49,E
1772012759121,38,49,E
1772012761743,39,49,E
1772012763411,40,49,E
1772012775377,41,49,E
1772012776949,42,49,E
1772012778564,43,49,E
1772012780124,44,49,E
1772012781690,45,49,E
1772012783281,46,49,E
1772012784957,47,49,E
1772012786606,48,49,E
1772012788263,49,49,E
1772012789965,50,49,E
1772012791646,51,49,E
1772012793355,52,49,E
1772012794939,53,49,E
1772012796730,54,49,E
1772012798204,55,49,E
1772012799854,56,49,E
1772012801462,57,49,E
1772012803121,58,49,E
1772012804919,59,49,E
1772012806437,60,49,E
1772012808045,61,49,E
1772012809611,62,49,E
1772012811177,63,49,E
1772012812801,64,49,E
1772012814518,65,49,E
1772012816127,66,49,E
1772012818118,67,49,E
1772012827915,67,48,N
1772012829858,67,47,N
1772012831574,67,46,N
1772012833223,67,45,N
1772012834900,67,44,N
1772012836689,67,43,N
1772012838455,67,42,N
1772012840313,67,41,N
