ts_ns,ax,ay,az,gx,gy,gz,mx,my,mz
1774594766939,0.02873042,1.8100165,9.653421,0.25289822,-0.06352998,0.010995574,1.02,-17.4,-26.46
1774594766950,0.16759412,1.8866309,9.634268,0.23945917,-0.07941248,0.009773844,1.38,-17.039999,-26.519999
1774594766960,0.35434186,1.8722657,9.643845,0.204029,-0.08674286,-0.0012217305,1.38,-17.52,-26.46
1774594766970,0.35434186,1.757344,9.662998,0.19303341,-0.08674286,-0.008552114,1.3199999,-17.4,-26.58
1774594766980,0.34955344,1.6280571,9.696517,0.19303341,-0.08552113,-0.008552114,0.84,-18.3,-26.099998
1774594766992,0.31124622,1.4077905,9.672575,0.21013765,-0.06352998,0.007330383,0.24,-18.66,-25.8
1774594767002,0.33518824,1.3551182,9.634268,0.22357668,-0.052534413,0.013439035,0.17999999,-18.84,-25.619999
1774594767012,0.37349546,1.364695,9.595961,0.23823744,-0.030543262,0.02321288,0.78,-18.539999,-25.439999
1774594767023,0.4309563,1.364695,9.476251,0.25900686,-0.012217305,0.02565634,0.53999996,-19.02,-25.74
1774594767033,0.4309563,1.4077905,8.983045,0.29077184,0.007330383,0.02076942,0.12,-20.1,-25.56
1774594767044,0.4309563,1.4413095,8.695741,0.2919936,0.0,0.018325957,-0.06,-19.8,-25.859999
1774594767054,0.4405331,1.4939818,8.39886,0.27855456,-0.014660766,0.015882496,0.59999996,-18.96,-25.619999
1774594767064,0.48841715,1.5562311,8.183381,0.2602286,-0.02443461,0.014660766,0.42,-19.38,-25.98
1774594767074,0.59855044,1.6424223,7.833828,0.14049901,-0.013439035,0.028099801,0.59999996,-19.02,-25.92
1774594767084,0.7661445,1.685518,7.920019,0.04886922,0.013439035,0.036651913,0.29999998,-19.08,-26.22
1774594767096,1.0726024,1.8914193,8.508993,-0.064751714,0.06963864,0.02687807,0.65999997,-18.84,-25.98
1774594767107,1.1540052,1.982399,8.872911,-0.0842994,0.095294975,0.007330383,0.35999998,-18.96,-25.92
1774594767117,1.1779473,1.9967642,9.088389,-0.080634214,0.10751228,-0.015882496,0.71999997,-18.66,-25.199999
1774594767127,1.1348516,1.9871874,9.155427,-0.062308256,0.11484267,-0.04642576,0.96,-18.42,-25.14
1774594767139,0.93373865,1.9297266,8.983045,-0.036651913,0.10995574,-0.10751228,0.9,-18.96,-24.84
1774594767149,0.79487497,1.8914193,8.868123,-0.037873644,0.1001819,-0.12217305,0.71999997,-18.779999,-25.14
1774594767159,0.48362875,1.958457,8.863335,-0.061086524,0.09773844,-0.12705997,0.65999997,-18.66,-25.98
1774594767169,0.36391866,2.0350714,8.920795,-0.065973446,0.09896017,-0.12339478,0.42,-18.6,-25.8
1774594767180,0.30166942,2.135628,8.944737,-0.06719518,0.10140363,-0.1160644,0.53999996,-18.84,-25.56
1774594767190,0.31124622,2.2601264,9.002198,-0.064751714,0.10262536,-0.10751228,0.53999996,-19.38,-25.019999
1774594767200,0.2777274,2.456451,9.088389,-0.04520403,0.095294975,-0.11728613,1.0799999,-18.3,-24.539999
1774594767211,0.15801731,2.4708161,9.050082,-0.029321533,0.08674286,-0.12461651,1.14,-18.72,-24.72
1774594767221,0.062249243,2.4468741,8.987833,-0.014660766,0.073303826,-0.12461651,1.1999999,-18.6,-24.9
1774594767232,-0.19153613,2.3223755,8.863335,-0.012217305,0.040317107,-0.105068825,1.4399999,-18.96,-25.5
1774594767242,-0.272939,2.255338,8.78672,-0.018325957,0.035430185,-0.08552113,1.92,-18.3,-25.68
1774594767252,-0.30645782,2.183512,8.781932,-0.030543262,0.029321533,-0.061086524,1.9799999,-18.06,-25.92
1774594767263,-0.15322891,2.2601264,8.892065,-0.037873644,0.035430185,-0.021991149,2.1599998,-18.24,-25.619999
1774594767274,-0.062249243,2.3702598,8.935161,-0.039095376,0.05497787,-0.010995574,1.56,-18.72,-25.98
1774594767285,0.019153614,2.4660277,8.959103,-0.040317107,0.07574729,-0.008552114,1.56,-18.9,-25.56
1774594767296,0.095768064,2.60968,8.930372,-0.047647487,0.10751228,-0.012217305,0.84,-19.56,-25.14
1774594767306,0.11492168,2.7341783,8.939949,-0.047647487,0.10751228,-0.012217305,1.1999999,-19.32,-24.84
1774594767316,0.11971009,2.8299465,8.959103,-0.05131268,0.105068825,-0.010995574,1.38,-19.02,-24.72
1774594767326,0.16280572,2.9592333,8.992621,-0.052534413,0.09407325,-0.0061086523,2.34,-18.42,-24.66
1774594767336,0.2825158,3.1172507,9.184157,-0.064751714,0.061086524,0.0012217305,2.58,-18.0,-25.08
1774594767346,0.31603462,3.1507695,9.337387,-0.06719518,0.04642576,0.0036651916,2.52,-17.88,-25.619999
1774594767356,0.37349546,3.169923,9.519346,-0.065973446,0.030543262,0.009773844,1.9799999,-18.359999,-25.98
1774594767366,0.4261679,3.1890767,9.701305,-0.057421334,0.010995574,0.0061086523,1.92,-18.539999,-26.22
1774594767376,0.59376204,3.1364043,10.113108,-0.018325957,-0.032986723,-0.0061086523,1.3199999,-18.66,-26.099998
1774594767386,0.6560113,3.064578,10.352529,0.017104227,-0.056199603,-0.019547688,1.86,-18.06,-26.039999
1774594767396,0.7278373,3.0214825,10.577583,0.05497787,-0.058643065,-0.030543262,1.56,-18.42,-25.74
1774594767406,0.7086837,2.9735985,10.625467,0.10873401,-0.05131268,-0.04886922,1.38,-18.779999,-26.16
1774594767417,0.5267244,2.920926,10.505757,0.19058995,-0.062308256,-0.06841691,1.0799999,-19.439999,-26.039999
1774594767427,0.45968673,2.9975405,10.443508,0.21135938,-0.06963864,-0.0720821,1.3199999,-19.32,-25.859999
1774594767438,0.39264908,3.122039,10.204087,0.21135938,-0.06719518,-0.08307768,1.5,-18.96,-25.56
1774594767448,0.17717093,2.777274,9.706094,0.05375614,-0.0720821,-0.13072516,1.92,-18.24,-25.56
1774594767458,-0.06703765,2.135628,9.945514,-0.09040806,-0.089186326,-0.13927728,1.74,-18.359999,-25.32
1774594767468,-0.16759412,1.6232687,10.390836,-0.23090707,-0.1001819,-0.11484267,1.0799999,-18.84,-25.439999
1774594767478,-0.14844051,1.3120226,11.070788,-0.33475417,-0.09896017,-0.07086037,1.1999999,-19.02,-25.56
1774594767489,0.19153613,1.2066777,12.172121,-0.41050145,-0.118507855,-0.034208454,0.78,-19.5,-25.859999
1774594767499,0.29209262,1.0630256,12.569559,-0.376293,-0.13439035,-0.03176499,1.1999999,-19.56,-26.099998
1774594767509,0.33997664,0.9576807,12.761095,-0.29810223,-0.14660765,-0.035430185,1.26,-19.199999,-25.8
1774594767519,0.39264908,1.163582,12.521675,-0.12583824,-0.1685988,0.002443461,0.9,-19.02,-26.76
1774594767529,0.545878,1.4796166,12.301409,-0.02443461,-0.17592919,0.013439035,1.26,-18.119999,-26.88
1774594767540,0.5650316,1.7477672,11.999739,0.05009095,-0.16615535,0.0061086523,1.26,-18.18,-27.06
1774594767550,0.45968673,2.0590134,11.654974,0.12461651,-0.13072516,-0.012217305,1.56,-18.119999,-26.16
1774594767561,0.10055647,2.0733786,10.572795,0.080634214,-0.0012217305,-0.059864793,1.5,-17.94,-26.279999
1774594767572,-0.272939,1.3694834,10.28549,-0.0036651916,0.013439035,-0.058643065,1.3199999,-17.94,-26.34
1774594767583,-1.0390835,-0.24420857,10.884041,-0.15393804,-0.04153884,0.032986723,1.14,-17.64,-26.099998
1774594767593,-1.1875241,-0.62728083,11.324574,-0.13561209,-0.09896017,0.09407325,1.1999999,-17.88,-25.98
1774594767604,-0.9911995,-0.81881696,11.688493,-0.07819075,-0.1685988,0.17592919,1.26,-18.06,-25.92
1774594767615,-0.7517793,-0.9768343,11.87524,0.008552114,-0.2003638,0.21746802,1.14,-17.88,-26.039999
1774594767626,-0.51714754,-1.5035586,11.434708,0.21991149,-0.21502456,0.24678956,0.65999997,-18.06,-25.98
1774594767637,-0.48362875,-1.6472107,10.970232,0.3213151,-0.17592919,0.24801129,0.65999997,-17.76,-26.34
1774594767648,-0.37828386,-1.7238252,10.228029,0.37995818,-0.1563815,0.24678956,0.78,-17.58,-26.46
1774594767658,-0.22505496,-1.8626889,9.241618,0.39584067,-0.17104226,0.24312437,0.53999996,-17.82,-26.76
1774594767668,-0.12449849,-1.9009962,8.916007,0.3567453,-0.19547687,0.24678956,0.53999996,-17.88,-26.699999
1774594767680,0.02873042,-1.9153614,8.63828,0.29443705,-0.21502456,0.25411993,0.59999996,-17.76,-26.88
1774594767689,0.4165911,-1.733402,8.494628,0.15149458,-0.22235495,0.24923302,0.59999996,-17.76,-26.64
1774594767700,0.61291564,-1.5801731,8.571242,0.07696902,-0.1966986,0.23335053,0.06,-18.96,-26.16
1774594767711,0.7374141,-1.460463,8.628703,0.039095376,-0.16371189,0.21624629,0.0,-19.26,-25.859999
1774594767722,0.7374141,-1.2593501,8.690952,-0.013439035,-0.040317107,0.15515977,-0.96,-19.98,-26.039999
1774594767733,0.58418524,-1.2354081,8.542512,-0.010995574,-0.0012217305,0.118507855,-0.59999996,-18.96,-26.16
1774594767744,0.19632454,-1.2210429,8.24563,0.010995574,0.0036651916,0.07452556,-0.29999998,-18.96,-25.439999
1774594767755,0.02873042,-1.1300632,8.111555,0.012217305,-0.0012217305,0.052534413,-0.24,-19.08,-25.019999
1774594767766,-0.08140286,-1.0390835,7.991845,0.0,-0.009773844,0.039095376,-0.71999997,-19.439999,-25.08
1774594767778,-0.22984336,-1.0486604,7.8625584,-0.11728613,-0.034208454,0.014660766,-0.84,-19.199999,-25.8
1774594767789,-0.3878607,-1.091756,7.967903,-0.19303341,-0.061086524,0.010995574,-1.14,-18.84,-26.039999
1774594767799,-0.44532153,-1.0965444,8.212111,-0.2443461,-0.07819075,0.019547688,-1.1999999,-18.779999,-26.22
1774594767809,-0.272939,-1.1252748,8.834604,-0.3652974,-0.047647487,0.042760566,-2.1599998,-19.8,-25.68
1774594767820,-0.22026655,-1.1540052,9.155427,-0.39461896,-0.019547688,0.042760566,-1.86,-19.8,-25.68
1774594767832,-0.21547815,-1.1971009,9.457097,-0.41783184,0.02321288,0.04886922,-1.8,-19.619999,-25.92
1774594767842,-0.2681506,-1.1300632,9.840169,-0.42760566,0.09040806,0.08307768,-0.65999997,-18.119999,-25.98
1774594767853,-0.25378537,-1.115698,9.959879,-0.408058,0.08552113,0.096516706,-0.9,-18.18,-25.859999
1774594767864,-0.17238252,-1.0726024,10.01734,-0.32498032,0.036651913,0.13194689,-0.71999997,-18.359999,-25.439999
1774594767874,-0.12928689,-0.9720459,10.0748005,-0.29810223,0.019547688,0.13683382,-0.65999997,-17.82,-25.619999
1774594767886,-0.110133275,-0.8714894,10.199299,-0.2602286,0.015882496,0.13439035,-0.24,-17.88,-25.74
1774594767896,-0.32561144,-0.93373865,10.108319,-0.17470746,0.02687807,0.14294247,-1.0799999,-18.0,-26.039999
1774594767908,-0.4165911,-0.9864111,9.854534,-0.15760323,0.010995574,0.15760323,-1.14,-18.3,-26.039999
1774594767919,-0.4213795,-0.9624691,9.715671,-0.14660765,-0.02687807,0.18203785,-1.14,-17.94,-26.4
1774594767929,-0.110133275,-0.7517793,9.385271,-0.16249016,-0.096516706,0.21746802,-1.56,-18.3,-26.58
1774594767947,0.1436521,-0.58897364,9.792285,-0.23335053,0.04153884,0.21502456,-1.5,-18.0,-26.64
1774594767957,0.05267244,-0.5363012,9.715671,-0.23090707,0.07819075,0.20647246,-1.1999999,-17.699999,-26.46
1774594767967,-0.15801731,-0.47884035,9.572019,-0.22602014,0.11484267,0.21624629,-1.26,-17.94,-27.3
1774594767977,-0.22984336,-0.49320555,9.44752,-0.22113322,0.12095132,0.22602014,-1.56,-17.88,-27.42
1774594767987,-0.20590134,-0.4309563,9.32781,-0.22602014,0.1160644,0.23457226,-1.56,-17.58,-27.96
1774594767998,-0.1388637,-0.36391866,9.323022,-0.23335053,0.112399206,0.23701571,-1.02,-17.039999,-27.84
1774594768008,0.023942016,-0.320823,9.3661175,-0.24556783,0.09896017,0.22479841,-2.1,-18.0,-27.48
1774594768018,0.1388637,-0.2633622,9.490616,-0.24923302,0.09285152,0.21624629,-1.74,-17.16,-27.359999
1774594768029,0.2681506,-0.24420857,9.634268,-0.24556783,0.08552113,0.19547687,-1.8,-16.68,-27.3
1774594768041,0.45968673,-0.12449849,10.031705,-0.2321288,0.1001819,0.13805555,-0.59999996,-15.299999,-27.0
1774594768057,0.50757074,0.038307227,10.295067,-0.18692477,0.1881465,0.05375614,-1.1999999,-16.14,-26.64
1774594768067,0.40701428,0.01436521,10.34774,-0.13561209,0.21624629,0.0061086523,-1.26,-16.199999,-26.88
1774594768078,0.24420857,-0.11971009,10.381259,-0.08674286,0.22968534,-0.02321288,-1.4399999,-16.5,-26.519999
1774594768088,-0.08619126,-0.2825158,10.16578,0.065973446,0.2443461,-0.05131268,-1.56,-17.039999,-27.3
1774594768098,-0.18195933,-0.272939,9.89763,0.118507855,0.22479841,-0.057421334,-1.62,-16.8,-27.539999
1774594768108,-0.24899697,-0.2633622,9.605537,0.17104226,0.17837265,-0.058643065,-1.62,-16.68,-27.84
1774594768118,-0.24899697,-0.25378537,9.409213,0.21502456,0.11728613,-0.058643065,-1.4399999,-16.92,-27.48
1774594768128,-0.009576807,-0.16280572,9.212888,0.2602286,0.0061086523,-0.057421334,-1.02,-16.68,-26.4
1774594768138,0.21068975,-0.038307227,9.251195,0.2846632,-0.039095376,-0.062308256,-1.02,-16.98,-26.22
1774594768148,0.33997664,0.06703765,9.227253,0.30909783,-0.05375614,-0.07941248,-1.26,-17.22,-25.74
1774594768159,0.3878607,0.090979666,9.126697,0.31764993,-0.04886922,-0.11728613,-1.26,-17.4,-26.64
1774594768169,0.4405331,0.110133275,9.131485,0.32620203,-0.04520403,-0.13561209,-0.96,-17.34,-26.939999
1774594768179,0.50278234,0.2777274,9.040505,0.3323107,-0.030543262,-0.16249016,-0.9,-17.699999,-26.88
1774594768189,0.521936,0.45489833,8.853758,0.32375857,-0.013439035,-0.18448131,-0.12,-16.8,-26.939999
1774594768199,0.40701428,0.45968673,8.470686,0.20280726,0.02321288,-0.24923302,0.35999998,-16.199999,-26.58
1774594768209,0.35434186,0.320823,8.465898,0.112399206,0.03176499,-0.26267207,0.24,-15.96,-27.119999
1774594768219,0.40701428,0.29688102,8.571242,0.032986723,0.030543262,-0.26511553,0.17999999,-16.38,-27.0
1774594768229,0.44532153,0.23942018,8.916007,-0.0720821,0.02321288,-0.2687807,-0.48,-17.58,-26.76
1774594768238,0.40701428,-0.038307227,9.844957,-0.1966986,0.02687807,-0.25167647,-0.12,-17.22,-26.82
1774594768249,0.39264908,-0.08140286,10.204087,-0.26267207,0.043982297,-0.23335053,-0.24,-16.8,-27.24
1774594768259,0.3878607,-0.08140286,10.477027,-0.32986724,0.059864793,-0.21502456,-0.06,-16.619999,-27.119999
1774594768269,0.39743748,-0.05746084,11.03727,-0.37507126,0.08307768,-0.21013765,-0.12,-16.98,-26.64
1774594768279,0.2825158,0.10534488,11.947066,-0.3200934,0.16493362,-0.22235495,-0.53999996,-17.34,-26.4
1774594768290,0.14844051,0.2777274,12.172121,-0.21502456,0.21746802,-0.22724187,-0.53999996,-17.1,-26.64
1774594768300,0.023942016,0.45968673,12.133814,-0.112399206,0.24556783,-0.22724187,-0.17999999,-16.68,-26.76
1774594768310,-0.02873042,0.6560113,11.932701,0.04886922,0.24923302,-0.21746802,-0.42,-16.8,-27.06
1774594768321,-0.1340753,0.866701,10.960655,0.35063666,0.19914207,-0.17715092,-0.29999998,-16.74,-26.76
1774594768331,-0.15322891,0.94810385,10.414778,0.4288274,0.16126843,-0.15393804,-0.53999996,-16.56,-27.48
1774594768342,-0.10534488,1.067814,9.878476,0.48991394,0.1001819,-0.12583824,0.0,-16.74,-26.76
1774594768352,0.047884032,1.2210429,9.208099,0.49113566,0.03176499,-0.09162979,0.12,-17.52,-26.88
1774594768362,0.095768064,1.2210429,9.107543,0.45937067,0.018325957,-0.0842994,0.29999998,-17.699999,-26.46
1774594768372,0.1340753,1.1731589,9.107543,0.43004912,0.017104227,-0.08307768,0.12,-17.94,-26.58
1774594768384,0.2681506,1.0295067,9.232041,0.40317106,0.02321288,-0.09040806,-0.12,-18.24,-26.519999
1774594768395,0.36870706,1.0247183,9.193734,0.39828414,0.021991149,-0.09773844,-0.35999998,-18.84,-26.58
1774594768406,0.47405192,1.0151415,9.054871,0.38606682,0.014660766,-0.10873401,-0.35999998,-18.9,-26.039999
1774594768416,0.59855044,0.94810385,8.863335,0.33353242,-0.02076942,-0.13316862,0.17999999,-18.84,-25.68
1774594768427,0.6607997,0.93852705,8.829816,0.29810223,-0.043982297,-0.15027285,0.65999997,-18.48,-26.099998
1774594768437,0.6847417,0.90021986,8.8777,0.25778514,-0.04886922,-0.17104226,0.84,-18.06,-26.82
1774594768449,0.6464345,0.9959879,9.016563,0.20158553,-0.037873644,-0.2125811,1.56,-17.279999,-27.18
1774594768460,0.62728083,1.1061212,9.040505,0.1685988,-0.021991149,-0.23823744,1.74,-17.16,-26.939999
1774594768470,0.5650316,1.1875241,9.078813,0.1441642,-0.009773844,-0.25411993,1.86,-17.46,-27.24
1774594768480,0.46926352,1.4987702,9.121908,0.07941248,0.0012217305,-0.2883284,1.56,-18.6,-25.98
1774594768491,0.4213795,1.6711528,9.155427,0.040317107,-0.0012217305,-0.30787608,1.5,-18.779999,-25.92
1774594768501,0.33997664,1.8004397,9.217676,0.009773844,-0.002443461,-0.3200934,1.5,-18.72,-25.019999
1774594768513,0.1388637,1.7429788,9.437943,-0.0720821,-0.0012217305,-0.33353242,1.8,-18.3,-25.92
1774594768523,0.01436521,1.6184803,9.634268,-0.09773844,0.0012217305,-0.31764993,1.68,-18.359999,-25.68
1774594768534,-0.019153614,1.5514427,9.821015,-0.103847094,0.004886922,-0.29443705,1.62,-18.6,-26.279999
1774594768544,0.023942016,1.4987702,10.247183,-0.030543262,-0.013439035,-0.23335053,1.4399999,-18.18,-26.039999
1774594768554,0.023942016,1.541866,10.338163,0.02321288,-0.02076942,-0.22235495,1.3199999,-18.18,-26.519999
1774594768565,-0.023942016,1.5801731,10.271125,0.1001819,-0.019547688,-0.21380283,1.38,-18.0,-26.34
1774594768576,-0.090979666,1.5753847,10.0508585,0.16737708,-0.004886922,-0.20647246,1.5,-17.76,-26.519999
1774594768585,-0.23942018,1.5275006,9.361329,0.26389378,0.008552114,-0.1966986,1.62,-17.76,-25.8
1774594768598,-0.34476504,1.541866,9.016563,0.2932153,0.012217305,-0.19181168,2.1,-17.58,-25.619999
1774594768608,-0.4309563,1.6328455,8.355764,0.2883284,0.0036651916,-0.16249016,1.8,-18.119999,-25.26
1774594768618,-0.4261679,1.6136919,8.073248,0.25534168,0.0,-0.14049901,1.5,-18.779999,-25.26
1774594768628,-0.39743748,1.5562311,7.85777,0.204029,-0.002443461,-0.1160644,1.02,-19.38,-25.26
1774594768639,-0.31603462,1.5275006,7.699753,0.13805555,-0.007330383,-0.096516706,1.1999999,-19.859999,-24.779999
1774594768650,-0.1340753,1.541866,7.714118,0.002443461,0.0036651916,-0.073303826,1.56,-19.5,-25.14
1774594768661,-0.07182605,1.5179238,7.872135,-0.06719518,0.008552114,-0.06719518,1.8,-19.439999,-25.439999
1774594768672,-0.019153614,1.4891934,8.374918,-0.13927728,0.02321288,-0.05375614,2.34,-18.72,-25.859999
1774594768683,-0.009576807,1.541866,8.585608,-0.14782938,0.040317107,-0.040317107,2.34,-18.84,-26.099998
1774594768695,0.023942016,1.6184803,8.6813755,-0.14538592,0.059864793,-0.028099801,2.34,-18.84,-25.439999
1774594768706,0.12449849,1.8004397,8.75799,-0.13927728,0.09162979,-0.019547688,2.46,-18.539999,-24.84
1774594768716,0.1388637,1.8962077,8.743625,-0.13805555,0.10629055,-0.021991149,1.92,-18.9,-25.019999
1774594768727,0.12928689,2.0159178,8.700529,-0.14294247,0.10995574,-0.02687807,2.46,-18.24,-25.68
1774594768737,0.02873042,2.2122424,8.643068,-0.18203785,0.10995574,-0.02076942,2.3999999,-18.66,-26.279999
1774594768747,0.0047884034,2.2840683,8.690952,-0.21013765,0.095294975,-0.007330383,2.82,-18.24,-25.859999
1774594768757,0.009576807,2.336741,8.805874,-0.22968534,0.07452556,0.004886922,2.46,-18.119999,-25.619999
1774594768767,0.01436521,2.3989902,9.040505,-0.2443461,0.039095376,0.018325957,2.76,-17.64,-25.019999
1774594768777,-0.047884032,2.528277,9.452309,-0.22235495,0.007330383,0.03176499,1.9799999,-18.0,-24.96
1774594768789,-0.10534488,2.5617957,9.629479,-0.19792034,0.004886922,0.034208454,2.04,-17.94,-25.5
1774594768800,-0.30645782,2.5234885,9.667787,-0.118507855,0.03176499,0.052534413,2.46,-17.58,-25.92
1774594768810,-0.36870706,2.5187001,9.605537,-0.095294975,0.032986723,0.065973446,2.58,-17.64,-26.039999
1774594768821,-0.4213795,2.5187001,9.509769,-0.07574729,0.037873644,0.07819075,2.82,-17.82,-25.68
1774594768832,-0.4405331,2.5187001,9.433155,-0.07086037,0.030543262,0.09162979,2.82,-17.94,-25.92
1774594768844,-0.4405331,2.4851813,9.509769,-0.081855945,0.002443461,0.12095132,2.34,-18.18,-26.34
1774594768854,-0.4405331,2.4899697,9.65821,-0.0842994,-0.012217305,0.14049901,1.92,-18.359999,-26.939999
1774594768865,-0.4261679,2.4660277,9.969456,-0.07452556,-0.02076942,0.18081611,2.04,-17.64,-26.88
1774594768876,-0.41180268,2.4468741,10.0748005,-0.065973446,-0.013439035,0.20647246,1.92,-17.58,-26.88
1774594768887,-0.35434186,2.4420857,10.156203,-0.059864793,-0.007330383,0.23335053,2.04,-17.58,-26.88
1774594768898,-0.30166942,2.4708161,10.34774,-0.029321533,0.010995574,0.27122417,1.4399999,-18.72,-26.64
1774594768910,-0.33997664,2.4995465,10.366894,-0.0012217305,0.010995574,0.30176744,1.74,-18.779999,-26.64
1774594768921,-0.2873042,2.6767175,10.462662,0.02565634,0.0012217305,0.3652974,2.22,-17.52,-26.4
1774594768932,-0.15322891,2.8634653,10.5919485,0.039095376,-0.0012217305,0.39950588,2.28,-17.46,-26.099998
1774594768943,0.05267244,3.169923,10.563218,0.040317107,0.0012217305,0.4092797,1.9799999,-17.34,-26.279999
1774594768953,0.272939,3.2561142,10.630256,-0.062308256,0.039095376,0.3408628,1.5,-17.88,-25.92
1774594768964,-0.01436521,2.3175871,11.003751,-0.13194689,0.05009095,0.29810223,1.9799999,-17.34,-26.279999
1774594768975,-0.2825158,1.3790601,11.473015,-0.16249016,0.035430185,0.30665436,2.04,-17.22,-26.16
1774594768985,-0.1388637,0.6943185,12.363658,-0.1282817,0.018325957,0.39095375,1.74,-17.16,-26.099998
1774594768997,0.10055647,0.60333884,12.545617,-0.06719518,0.019547688,0.41538838,1.02,-18.06,-26.039999
1774594769008,0.272939,0.41180268,12.50731,0.017104227,0.030543262,0.41783184,1.1999999,-17.64,-25.98
1774594769019,0.2633622,0.32561144,11.444284,0.13316862,0.02321288,0.42760566,1.9799999,-16.98,-25.859999
1774594769030,0.2633622,0.49320555,10.97502,0.16371189,-0.032986723,0.4569272,1.74,-17.1,-26.16
1774594769042,0.45010993,1.1971009,10.295067,0.19058995,-0.13072516,0.50579643,1.92,-17.22,-26.039999
1774594769053,0.61770403,1.5035586,9.9790325,0.16249016,-0.14172074,0.49846604,1.62,-17.46,-26.58
1774594769064,0.7565677,1.6807296,9.581595,0.05131268,-0.10262536,0.45204028,2.04,-16.74,-26.4
1774594769074,0.44532153,0.7278373,9.662998,-0.23090707,-0.029321533,0.33475417,1.56,-17.22,-26.22
1774594769087,0.095768064,-0.009576807,10.170568,-0.3408628,-0.017104227,0.3005457,1.26,-17.52,-26.039999
1774594769097,-0.23463176,-0.92895025,11.444284,-0.37873647,-0.009773844,0.33475417,0.96,-17.94,-26.039999
1774594769108,-0.21547815,-1.067814,11.645397,-0.32375857,-0.03176499,0.35063666,0.9,-18.0,-25.859999
1774594769119,-0.23942018,-1.2354081,11.827356,-0.22235495,-0.07086037,0.3494149,0.96,-17.58,-25.92
1774594769130,-0.25378537,-1.5897499,11.621455,0.0061086523,-0.081855945,0.34330627,1.5,-16.68,-25.8
1774594769142,-0.24420857,-1.7046716,11.252748,0.12583824,-0.08552113,0.33964106,0.96,-16.92,-25.859999
1774594769153,-0.17238252,-1.7860745,10.721235,0.20525073,-0.09896017,0.32375857,1.38,-16.44,-25.98
1774594769164,-0.033518825,-1.7764976,9.921572,0.24312437,-0.172264,0.2846632,0.78,-17.039999,-25.98
1774594769175,0.08140286,-1.6998832,9.65821,0.22724187,-0.21135938,0.26145032,0.29999998,-17.58,-25.92
1774594769185,0.30166942,-1.5179238,9.471462,0.18570304,-0.24801129,0.23090707,-1.14,-18.84,-25.859999
1774594769195,0.40701428,-1.436521,9.471462,0.1685988,-0.23579398,0.22113322,-1.5,-19.619999,-25.68
1774594769205,0.51235914,-1.3311762,9.457097,0.15882497,-0.1881465,0.21135938,-1.26,-19.14,-25.619999
1774594769216,0.641646,-1.1923125,9.208099,0.16493362,-0.09162979,0.16615535,-2.76,-19.08,-27.42
1774594769226,0.63206923,-1.115698,9.069236,0.16982053,-0.037873644,0.12461651,-3.3,-18.539999,-27.96
1774594769236,0.5506664,-1.0630256,8.983045,0.17837265,-0.0012217305,0.089186326,-3.54,-18.539999,-28.619999
1774594769247,0.35434186,-1.0821792,8.925584,0.18448131,0.04642576,0.043982297,-2.22,-18.119999,-27.84
1774594769258,-0.2873042,-1.2737153,8.461109,0.2284636,0.06719518,-0.008552114,-1.3199999,-19.08,-26.4
1774594769269,-0.51235914,-1.3551182,8.212111,0.23945917,0.036651913,-0.012217305,-1.14,-19.199999,-26.22
1774594769280,-0.7278373,-1.4221559,8.030152,0.23335053,-0.007330383,-0.009773844,-1.3199999,-19.5,-26.279999
1774594769291,-0.842759,-1.4891934,7.8386164,0.14294247,-0.103847094,0.02687807,-0.9,-18.9,-25.98
1774594769301,-0.6895301,-1.4508862,7.896077,0.065973446,-0.15760323,0.04642576,-0.9,-18.72,-25.68
1774594769312,-0.37349546,-1.283292,8.566454,-0.0842994,-0.16493362,0.05497787,-0.78,-19.199999,-25.68
1774594769324,-0.2825158,-1.2641385,8.887277,-0.12583824,-0.12950343,0.05009095,-0.71999997,-19.08,-25.68
1774594769334,-0.25378537,-1.2880806,9.088389,-0.16493362,-0.07819075,0.04520403,-0.53999996,-18.84,-25.32
1774594769345,-0.11492168,-1.2114661,8.810662,-0.21380283,0.0012217305,0.059864793,-0.53999996,-18.48,-25.439999
1774594769362,0.22984336,-0.9864111,9.667787,-0.2773328,0.09773844,0.04520403,-1.02,-18.66,-25.98
1774594769372,0.2681506,-0.90500826,9.662998,-0.28099802,0.1563815,0.03176499,-0.59999996,-18.24,-26.099998
1774594769382,0.21547815,-0.8858546,9.648633,-0.26389378,0.16126843,0.015882496,-0.96,-18.3,-26.22
1774594769392,0.22505496,-0.7757214,9.763555,-0.20647246,0.14905111,-0.010995574,-0.48,-18.24,-25.5
1774594769402,0.25378537,-0.7517793,9.730036,-0.16493362,0.13927728,-0.029321533,-0.96,-18.48,-25.619999
1774594769412,0.17717093,-0.78050977,9.643845,-0.13683382,0.12583824,-0.04520403,-0.9,-18.359999,-26.039999
1774594769423,0.038307227,-0.8475474,9.471462,-0.10751228,0.10262536,-0.056199603,-0.65999997,-18.42,-25.98
1774594769433,0.01436521,-0.79008657,9.184157,-0.09896017,0.057421334,-0.058643065,-1.14,-18.539999,-26.519999
1774594769443,0.033518825,-0.7757214,9.169792,-0.1160644,0.059864793,-0.06841691,-0.96,-18.539999,-26.099998
1774594769453,0.023942016,-0.78050977,9.107543,-0.1441642,0.080634214,-0.07819075,-0.9,-18.539999,-26.039999
