ts_ns,ax,ay,az,gx,gy,gz,mx,my,mz
1774594725767,-0.7086837,-2.5570073,9.677363,0.4092797,-0.29443705,0.25900686,1.0799999,-20.64,-26.039999
1774594725776,-0.59376204,-2.336741,8.829816,0.3921755,-0.3286455,0.25167647,0.29999998,-21.119999,-26.22
1774594725787,-0.5315128,-2.2026656,8.595184,0.34208453,-0.31398472,0.25045475,0.48,-20.76,-26.519999
1774594725797,-0.38307226,-2.006341,8.475474,0.27977628,-0.27122417,0.2443461,0.29999998,-21.18,-26.4
1774594725807,-0.29209262,-1.8483237,8.461109,0.2284636,-0.21868975,0.23457226,-0.06,-21.779999,-26.699999
1774594725817,-0.2681506,-1.6089035,8.39886,0.11484267,-0.02687807,0.2125811,0.59999996,-21.3,-25.98
1774594725828,-0.23942018,-1.541866,8.350976,0.081855945,0.029321533,0.21013765,0.78,-21.359999,-26.279999
1774594725838,-0.24420857,-1.4556746,8.250419,0.042760566,0.08307768,0.21013765,0.42,-21.84,-26.46
1774594725849,-0.25857377,-1.3742718,8.173804,0.009773844,0.10262536,0.21868975,-0.17999999,-22.32,-26.519999
1774594725859,-0.16759412,-1.2497733,8.121132,-0.04520403,0.096516706,0.23945917,0.17999999,-22.08,-26.76
1774594725870,-0.08619126,-1.2066777,8.106767,-0.0842994,0.06841691,0.24923302,0.84,-21.119999,-26.46
1774594725882,0.17717093,-1.091756,8.360553,-0.14538592,0.0036651916,0.2443461,0.29999998,-21.3,-26.699999
1774594725893,0.30166942,-1.1109096,8.6095495,-0.17470746,-0.021991149,0.22479841,-0.06,-21.84,-26.4
1774594725904,0.40222588,-1.13964,8.825027,-0.19425514,-0.02321288,0.204029,-0.35999998,-21.9,-26.34
1774594725914,0.56982,-1.0630256,9.083601,-0.2284636,-0.002443461,0.14538592,-0.59999996,-21.84,-26.099998
1774594725925,0.5793968,-1.0773908,9.26556,-0.24556783,0.013439035,0.105068825,-0.59999996,-21.779999,-26.22
1774594725936,0.49799395,-1.1109096,9.404425,-0.25167647,0.036651913,0.06963864,-0.59999996,-21.779999,-26.46
1774594725946,0.16759412,-1.1683705,9.821015,-0.22602014,0.089186326,0.02565634,-0.06,-21.3,-26.22
1774594725956,-0.01436521,-1.2018893,9.931149,-0.18203785,0.119729586,0.017104227,0.42,-21.0,-26.099998
1774594725968,-0.18674773,-1.2641385,9.888053,-0.12705997,0.13072516,0.013439035,0.42,-21.119999,-25.74
1774594725979,-0.41180268,-1.3694834,9.615114,-0.04886922,0.09773844,0.021991149,0.12,-21.6,-25.56
1774594725990,-0.48362875,-1.3982137,9.457097,-0.02687807,0.064751714,0.029321533,0.06,-21.359999,-25.619999
1774594726001,-0.5315128,-1.460463,9.141062,-0.004886922,-0.037873644,0.052534413,0.59999996,-20.939999,-26.099998
1774594726012,-0.45968673,-1.4317327,9.083601,-0.0012217305,-0.096516706,0.062308256,1.1999999,-20.22,-26.64
1774594726023,-0.320823,-1.3503298,9.035717,-0.007330383,-0.14538592,0.06841691,1.1999999,-20.1,-26.699999
1774594726033,0.06703765,-1.1683705,9.155427,-0.034208454,-0.19181168,0.057421334,0.78,-19.92,-26.46
1774594726044,0.21547815,-1.1061212,9.260772,-0.04886922,-0.2003638,0.04642576,0.42,-20.22,-26.099998
1774594726054,0.33997664,-1.0390835,9.346964,-0.061086524,-0.19425514,0.037873644,0.24,-20.1,-26.16
1774594726064,0.50278234,-1.0055647,9.41879,-0.073303826,-0.17592919,0.028099801,-0.53999996,-20.699999,-25.859999
1774594726075,0.63206923,-0.9768343,9.323022,-0.103847094,-0.11484267,-0.008552114,-0.48,-21.06,-26.34
1774594726086,0.7326257,-0.8379706,8.6334915,-0.12339478,-0.16371189,-0.030543262,-0.06,-20.64,-26.16
1774594726101,0.78529817,-0.6464345,9.710882,-0.25045475,0.07941248,-0.12461651,-0.35999998,-20.82,-26.82
1774594726111,0.45010993,-0.6943185,9.80665,-0.25045475,0.16615535,-0.16737708,-0.12,-19.92,-26.64
1774594726121,-0.090979666,-0.7661445,9.821015,-0.2406809,0.18692477,-0.18325958,-0.29999998,-20.22,-26.16
1774594726131,-0.22984336,-0.7661445,9.878476,-0.21624629,0.14538592,-0.17837265,0.17999999,-19.68,-25.92
1774594726141,-0.29688102,-0.79008657,9.969456,-0.19914207,0.10995574,-0.17348573,-0.17999999,-20.1,-26.22
1774594726152,-0.30645782,-0.7230489,10.204087,-0.16249016,0.05497787,-0.1563815,0.59999996,-19.439999,-27.18
1774594726162,-0.31603462,-0.7038953,10.309433,-0.13316862,0.034208454,-0.15149458,0.53999996,-19.38,-26.939999
1774594726172,-0.2873042,-0.6703765,10.338163,-0.103847094,0.02565634,-0.14782938,0.84,-18.84,-26.82
1774594726182,-0.22026655,-0.6368576,10.314221,-0.06352998,0.02443461,-0.14538592,0.9,-18.9,-26.82
1774594726192,0.02873042,-0.49320555,10.28549,-0.0012217305,0.035430185,-0.15515977,0.29999998,-18.9,-27.3
1774594726217,0.35913026,-0.37349546,10.070012,0.07819075,0.10751228,-0.21624629,0.65999997,-18.96,-27.24
1774594726227,0.40222588,-0.38307226,9.998186,0.09285152,0.10995574,-0.23579398,0.71999997,-19.68,-26.58
1774594726238,0.41180268,-0.36870706,9.964667,0.112399206,0.112399206,-0.2602286,1.4399999,-19.199999,-26.4
1774594726248,0.37828386,-0.36391866,9.902418,0.13683382,0.096516706,-0.28710666,1.56,-19.439999,-26.88
1774594726258,0.2681506,-0.39743748,9.888053,0.19181168,0.058643065,-0.32253686,1.26,-19.56,-26.82
1774594726268,0.21068975,-0.4165911,9.830592,0.21868975,0.06352998,-0.34330627,0.53999996,-20.34,-27.119999
1774594726278,0.110133275,-0.37828386,9.672575,0.23457226,0.080634214,-0.35796702,0.29999998,-20.64,-26.519999
1774594726289,0.023942016,-0.3878607,9.543288,0.22602014,0.07452556,-0.37507126,0.78,-20.88,-27.359999
1774594726299,-0.04309563,-0.4165911,9.543288,0.21868975,0.08307768,-0.38362336,1.3199999,-20.52,-27.18
1774594726309,-0.16280572,-0.39264908,9.490616,0.20891592,0.09896017,-0.3885103,1.3199999,-20.34,-27.359999
1774594726320,-0.272939,-0.32561144,9.385271,0.18692477,0.1160644,-0.38606682,1.38,-20.34,-27.24
1774594726331,-0.24899697,-0.22984336,9.308656,0.10629055,0.15027285,-0.38362336,1.38,-20.22,-26.64
1774594726341,-0.24420857,-0.22505496,9.370906,0.06719518,0.17348573,-0.38606682,1.86,-20.22,-26.46
1774594726352,-0.33997664,-0.25857377,9.605537,-0.037873644,0.2406809,-0.3726278,1.86,-20.64,-26.519999
1774594726362,-0.40222588,-0.24899697,9.80665,-0.06719518,0.27366763,-0.35918877,2.1,-20.34,-26.46
1774594726373,-0.545878,-0.2777274,9.988609,-0.095294975,0.32375857,-0.33353242,1.92,-20.4,-26.34
1774594726384,-0.6751649,-0.34476504,10.103531,-0.10140363,0.3640757,-0.3042109,2.28,-20.22,-26.279999
1774594726394,-0.7661445,-0.33518824,10.060435,-0.06963864,0.3652974,-0.23945917,3.36,-19.26,-26.279999
1774594726405,-0.7086837,-0.22026655,10.01734,-0.037873644,0.33964106,-0.21013765,3.9599998,-18.9,-27.0
1774594726415,-0.61770403,-0.11971009,9.993398,0.004886922,0.29932398,-0.19181168,4.44,-18.42,-26.939999
1774594726426,-0.4405331,-0.02873042,9.92636,0.103847094,0.23335053,-0.16249016,4.56,-18.6,-27.48
1774594726436,-0.36391866,-0.023942016,9.811439,0.17348573,0.1881465,-0.14172074,4.74,-18.18,-27.359999
1774594726447,0.05267244,0.10055647,9.504981,0.29932398,0.07696902,-0.095294975,3.84,-19.02,-27.48
1774594726458,0.30645782,0.1436521,9.294291,0.3652974,0.004886922,-0.08307768,3.54,-19.92,-27.18
1774594726469,0.47405192,0.17717093,9.054871,0.41783184,-0.06352998,-0.07696902,3.78,-20.46,-26.699999
1774594726479,0.61770403,0.23463176,8.767567,0.44593164,-0.1160644,-0.07452556,4.08,-20.4,-26.279999
1774594726490,0.9768343,0.49320555,8.197746,0.41905355,-0.21380283,-0.081855945,3.48,-20.76,-26.519999
1774594726500,1.2689269,0.7182605,8.020576,0.3567453,-0.25289822,-0.10873401,2.52,-21.42,-26.939999
1774594726510,1.4987702,0.866701,7.97748,0.28588495,-0.26511553,-0.14294247,2.76,-21.18,-26.88
1774594726521,1.5610195,0.8619126,8.226477,0.047647487,-0.24312437,-0.26511553,2.76,-21.84,-26.88
1774594726531,1.4413095,0.79008657,8.48984,-0.04153884,-0.21868975,-0.30665436,3.36,-21.06,-26.22
1774594726541,1.2018893,0.770933,8.911219,-0.14294247,-0.17348573,-0.34574974,3.3,-21.3,-26.16
1774594726552,0.7661445,0.8523358,9.753978,-0.25045475,-0.05497787,-0.38606682,4.5,-19.92,-25.619999
1774594726562,0.5554548,0.866701,10.012551,-0.2687807,-0.004886922,-0.39461896,4.14,-19.74,-26.099998
1774594726572,0.24899697,0.8810662,10.261548,-0.28588495,0.058643065,-0.40683624,3.78,-19.92,-26.34
1774594726583,-0.04309563,0.8762778,10.386047,-0.29932398,0.10629055,-0.41416663,3.36,-20.279999,-26.76
1774594726593,-0.641646,0.9576807,10.682928,-0.267559,0.15271631,-0.408058,3.3,-21.0,-27.0
1774594726604,-0.93373865,1.0342951,10.79785,-0.22357668,0.16371189,-0.40194935,4.02,-20.4,-26.82
1774594726614,-1.2210429,1.0965444,10.840945,-0.16371189,0.1600467,-0.38606682,4.56,-19.5,-26.64
1774594726624,-1.484405,1.1252748,10.831368,-0.11362094,0.14905111,-0.36285394,5.22,-18.66,-26.58
1774594726634,-1.8770541,1.2401965,10.726024,0.05009095,0.089186326,-0.26511553,4.2,-19.199999,-27.48
1774594726644,-1.9440918,1.283292,10.572795,0.13683382,0.056199603,-0.20525073,3.84,-19.74,-27.06
1774594726654,-1.9201498,1.3120226,10.366894,0.20280726,0.021991149,-0.1600467,3.8999999,-19.92,-27.0
1774594726664,-1.8531121,1.3359646,9.720459,0.35063666,-0.09285152,-0.05497787,5.1,-19.92,-25.26
1774594726674,-1.7764976,1.3120226,9.3421755,0.37995818,-0.13927728,-0.015882496,4.92,-19.92,-25.74
1774594726685,-1.6232687,1.2976574,8.99741,0.39461896,-0.1966986,0.039095376,4.74,-20.279999,-25.619999
1774594726697,-1.0965444,1.3551182,8.700529,0.35308012,-0.267559,0.14660765,2.8799999,-21.359999,-26.88
1774594726707,-0.7613561,1.4077905,8.6334915,0.32498032,-0.2773328,0.17592919,2.22,-21.72,-26.88
1774594726718,-0.4213795,1.4556746,8.6095495,0.28710666,-0.27977628,0.19792034,0.9,-22.38,-27.599998
1774594726729,0.1436521,1.4700398,8.628703,0.21991149,-0.23945917,0.20158553,0.42,-22.38,-27.779999
1774594726739,0.36870706,1.4317327,8.576031,0.17715092,-0.19792034,0.19425514,0.29999998,-22.26,-27.96
1774594726749,0.5267244,1.388637,8.585608,0.13561209,-0.16493362,0.18448131,0.59999996,-21.779999,-27.599998
1774594726760,0.8475474,1.364695,8.90643,0.080634214,-0.12705997,0.16615535,1.38,-21.06,-27.48
1774594726770,1.0007763,1.4077905,9.045294,0.07574729,-0.10262536,0.15149458,1.14,-21.0,-26.88
1774594726780,1.1061212,1.4939818,9.14585,0.081855945,-0.07452556,0.13194689,0.96,-20.88,-26.76
1774594726790,1.13964,1.6136919,9.160215,0.095294975,-0.05009095,0.112399206,0.35999998,-21.779999,-26.279999
1774594726800,1.2210429,1.8770541,8.954314,0.10629055,0.009773844,0.05009095,-0.29999998,-22.98,-27.119999
1774594726810,1.13964,1.9728222,8.805874,0.09285152,0.028099801,0.017104227,-0.24,-23.46,-27.24
1774594726820,1.0199299,2.0638018,8.734048,0.07819075,0.029321533,-0.004886922,-0.48,-23.22,-27.84
1774594726830,0.90021986,2.1499932,8.686164,0.047647487,0.02076942,-0.028099801,0.42,-22.14,-27.0
1774594726840,0.6943185,2.3223755,8.791509,-0.02321288,-0.0012217305,-0.058643065,2.28,-21.6,-26.22
1774594726850,0.5506664,2.3415294,9.02614,-0.058643065,-0.008552114,-0.07452556,3.84,-20.76,-25.8
1774594726862,0.4309563,2.3223755,9.299079,-0.08307768,-0.002443461,-0.08552113,4.02,-21.24,-26.279999
1774594726872,0.10055647,2.255338,9.715671,-0.064751714,0.036651913,-0.08552113,4.8599997,-20.58,-25.439999
1774594726882,-0.038307227,2.2170308,9.868899,-0.035430185,0.040317107,-0.07574729,4.98,-20.58,-25.26
1774594726893,-0.17238252,2.1308396,10.0029745,-0.0012217305,0.04520403,-0.056199603,5.3399997,-20.46,-24.779999
1774594726904,-0.2825158,2.054225,9.998186,0.028099801,0.04642576,-0.036651913,4.74,-21.359999,-25.019999
1774594726917,-0.45489833,1.9536686,9.739613,0.10262536,0.02321288,0.040317107,5.04,-21.24,-25.56
1774594726928,-0.5267244,1.9201498,9.543288,0.1282817,0.0012217305,0.080634214,4.8599997,-21.24,-25.8
1774594726938,-0.6464345,1.9201498,9.174581,0.15393804,-0.014660766,0.15149458,4.38,-21.0,-26.64
1774594726949,-0.6607997,1.9393034,8.978256,0.15271631,-0.015882496,0.19547687,4.14,-21.539999,-26.4
1774594726960,-0.63206923,1.9632454,8.805874,0.1441642,-0.015882496,0.22968534,3.78,-21.72,-26.76
1774594726970,-0.48362875,2.0398598,8.51857,0.09285152,-0.0036651916,0.30543262,3.6599998,-21.66,-25.68
1774594726980,-0.45010993,2.0685902,8.523358,0.065973446,-0.007330383,0.33475417,3.54,-21.66,-26.039999
1774594726992,-0.45010993,2.0925324,8.508993,0.043982297,-0.002443461,0.3555236,4.14,-21.18,-25.68
1774594727002,-0.46447513,2.1787236,8.571242,-0.042760566,0.015882496,0.41905355,4.7999997,-20.939999,-25.5
1774594727012,-0.4213795,2.2361844,8.724471,-0.07819075,0.018325957,0.44837508,4.3199997,-21.119999,-25.26
1774594727022,-0.320823,2.3463178,8.992621,-0.12095132,0.028099801,0.48747048,3.54,-21.66,-24.9
1774594727032,-0.12928689,2.5378537,9.174581,-0.16249016,0.05009095,0.5143485,3.48,-21.3,-25.199999
1774594727043,0.38307226,2.8538885,9.452309,-0.30176744,0.10140363,0.49235737,3.8999999,-21.0,-25.56
1774594727054,0.4261679,2.5713725,9.959879,-0.39095375,0.12705997,0.4447099,3.8999999,-20.939999,-25.859999
1774594727065,0.1340753,1.7142484,11.104307,-0.46792278,0.1563815,0.41050145,3.9599998,-20.699999,-25.68
1774594727075,0.17238252,1.5227122,11.702858,-0.46792278,0.1282817,0.43493605,4.08,-20.52,-25.439999
1774594727085,0.35913026,1.3934253,12.124237,-0.4361578,0.06841691,0.44837508,4.44,-20.52,-25.439999
1774594727095,0.7326257,0.90979666,12.818556,-0.3115413,-0.052534413,0.4202753,4.14,-21.119999,-25.08
1774594727105,0.8714894,0.7086837,12.86644,-0.21013765,-0.09285152,0.3885103,4.08,-21.119999,-24.96
1774594727115,0.91458505,0.5793968,12.737153,-0.105068825,-0.12095132,0.35796702,3.8999999,-20.88,-24.359999
1774594727125,0.91458505,0.48362875,12.483368,-0.037873644,-0.13072516,0.344528,3.84,-20.76,-24.42
1774594727135,0.89064306,0.47405192,12.248735,0.034208454,-0.1282817,0.3494149,3.6,-20.52,-24.72
1774594727145,1.1827357,0.7038953,11.444284,0.09162979,-0.06352998,0.3567453,2.9399998,-20.52,-25.56
1774594727156,1.283292,0.7374141,10.998962,0.058643065,-0.030543262,0.32253686,2.52,-20.64,-25.98
1774594727167,1.115698,0.35434186,10.788273,-0.030543262,-0.0012217305,0.25289822,2.46,-21.06,-25.68
1774594727178,0.30645782,-1.0726024,11.195287,-0.22357668,0.047647487,0.17837265,2.1599998,-21.779999,-25.92
1774594727190,0.05267244,-1.6184803,11.645397,-0.25167647,0.058643065,0.18936823,2.1,-21.779999,-25.68
1774594727201,-0.05267244,-1.8195933,11.8896055,-0.2321288,0.047647487,0.18570304,2.1599998,-21.779999,-25.98
1774594727212,-0.35434186,-2.1404164,11.9374895,-0.07941248,-0.037873644,0.15393804,2.3999999,-20.76,-26.22
1774594727223,-0.48841715,-2.408567,11.722012,0.05131268,-0.09162979,0.15027285,2.7,-20.76,-26.76
1774594727234,-0.48362875,-2.6192567,10.874464,0.32986724,-0.1563815,0.16737708,2.7,-20.76,-26.34
1774594727244,-0.39264908,-2.5234885,10.309433,0.40194935,-0.1600467,0.17104226,3.06,-20.34,-26.46
1774594727255,-0.320823,-2.4229321,9.734824,0.44226643,-0.16371189,0.15882497,2.76,-20.58,-25.859999
1774594727265,-0.35913026,-2.2170308,8.762778,0.37995818,-0.17592919,0.12583824,2.9399998,-20.82,-25.859999
1774594727275,-0.35434186,-2.1404164,8.580819,0.29810223,-0.18448131,0.1160644,2.46,-21.6,-25.26
1774594727286,-0.33518824,-2.0685902,8.571242,0.21868975,-0.16982053,0.11362094,2.46,-21.42,-25.56
1774594727296,-0.29688102,-1.9201498,8.643068,0.15149458,-0.13072516,0.1160644,1.92,-21.779999,-25.019999
1774594727308,-0.22026655,-1.7286136,8.734048,0.07574729,-0.02565634,0.12705997,2.6399999,-21.42,-25.439999
1774594727318,-0.19632454,-1.6519991,8.643068,0.052534413,0.02076942,0.14294247,2.8799999,-21.359999,-25.199999
1774594727328,-0.16759412,-1.5849615,8.576031,0.042760566,0.04153884,0.15271631,3.1799998,-20.88,-25.5
1774594727339,0.0047884034,-1.364695,8.451532,0.021991149,0.07086037,0.17470746,2.8799999,-21.0,-26.039999
1774594727349,0.076614454,-1.2210429,8.374918,0.0012217305,0.0720821,0.16737708,3.12,-20.88,-26.16
1774594727360,0.1340753,-1.1061212,8.336611,-0.02321288,0.0720821,0.15515977,3.06,-20.58,-26.22
1774594727370,0.19632454,-1.0199299,8.360553,-0.11362094,0.0720821,0.096516706,3.0,-20.699999,-25.68
1774594727380,0.18674773,-1.0342951,8.51857,-0.15271631,0.0720821,0.07696902,2.1599998,-21.18,-25.619999
1774594727390,0.1340753,-1.0821792,8.772355,-0.19914207,0.08674286,0.052534413,2.04,-21.359999,-25.98
1774594727402,0.06703765,-1.1492168,8.963891,-0.2321288,0.1001819,0.035430185,2.1,-21.6,-25.98
1774594727413,-0.02873042,-1.2018893,9.308656,-0.28344148,0.1282817,0.030543262,2.6399999,-20.939999,-25.68
1774594727424,-0.08619126,-1.2641385,9.481039,-0.2968805,0.13683382,0.028099801,2.82,-21.18,-25.199999
1774594727434,-0.2777274,-1.3838485,9.821015,-0.27488935,0.13561209,0.035430185,2.9399998,-20.82,-25.199999
1774594727445,-0.39264908,-1.4460979,9.902418,-0.23701571,0.12583824,0.04520403,3.06,-20.46,-25.619999
1774594727455,-0.45968673,-1.4221559,9.964667,-0.18936823,0.11728613,0.061086524,3.12,-20.22,-25.5
1774594727465,-0.59855044,-1.3215994,9.835381,-0.10140363,0.10140363,0.080634214,3.6599998,-19.68,-25.5
1774594727476,-0.6703765,-1.3311762,9.629479,-0.065973446,0.08307768,0.09407325,3.48,-19.92,-25.68
1774594727487,-0.6991069,-1.3359646,9.466674,-0.04886922,0.056199603,0.10873401,3.48,-19.74,-25.98
1774594727497,-0.6847417,-1.316811,9.246407,-0.047647487,0.02321288,0.14049901,2.9399998,-20.22,-25.439999
1774594727508,-0.5650316,-1.2689269,9.308656,-0.05131268,0.018325957,0.1600467,3.1799998,-19.98,-25.019999
1774594727518,-0.4405331,-1.2018893,9.380483,-0.05131268,0.030543262,0.17104226,3.1799998,-20.46,-24.84
1774594727529,-0.38307226,-1.1971009,9.294291,-0.043982297,0.02565634,0.17470746,3.72,-19.56,-25.26
1774594727539,-0.2777274,-1.1875241,8.959103,-0.039095376,-0.02687807,0.17715092,3.4199998,-20.1,-25.5
1774594727549,-0.1340753,-1.1013328,9.050082,-0.052534413,-0.05375614,0.17715092,3.1799998,-19.92,-25.32
1774594727561,0.18674773,-0.9816227,8.700529,-0.09896017,-0.10751228,0.14294247,3.0,-19.8,-25.08
1774594727579,0.320823,-0.8619126,9.643845,-0.2003638,0.05375614,0.0842994,3.3,-19.38,-25.38
1774594727590,0.23463176,-0.80924016,9.763555,-0.20891592,0.12217305,0.059864793,3.06,-19.32,-25.68
1774594727600,0.18195933,-0.6799533,9.888053,-0.21746802,0.17715092,0.021991149,3.12,-19.98,-25.859999
1774594727610,0.16759412,-0.6560113,9.998186,-0.21624629,0.18081611,0.0061086523,2.7,-20.52,-26.279999
1774594727620,0.15322891,-0.61291564,10.160992,-0.20647246,0.16493362,-0.009773844,2.58,-20.64,-26.58
1774594727630,0.1388637,-0.545878,10.314221,-0.1881465,0.15271631,-0.02687807,2.8799999,-19.98,-27.0
1774594727640,0.15801731,-0.3878607,10.539276,-0.14538592,0.12461651,-0.061086524,3.12,-19.68,-25.74
1774594727652,0.20590134,-0.33997664,10.5919485,-0.10995574,0.105068825,-0.08674286,3.4199998,-19.32,-26.039999
1774594727664,0.34955344,-0.19153613,10.845734,-0.037873644,0.12950343,-0.13927728,3.54,-18.24,-26.76
1774594727678,0.2825158,-0.15322891,10.860099,0.010995574,0.17592919,-0.17592919,3.3,-18.96,-26.519999
1774594727688,0.10534488,-0.1388637,10.553641,0.12095132,0.23335053,-0.23457226,3.6599998,-19.08,-25.5
1774594727699,0.062249243,-0.12449849,10.362105,0.17959438,0.2443461,-0.26145032,3.6599998,-19.38,-25.199999
1774594727709,-0.0047884034,-0.15801731,10.223241,0.23090707,0.24801129,-0.29077184,4.2,-18.779999,-25.5
1774594727719,-0.16759412,-0.21547815,10.04607,0.27366763,0.24556783,-0.31764993,3.8999999,-18.96,-25.56
1774594727729,-0.5315128,-0.25378537,9.720459,0.3200934,0.17592919,-0.34330627,3.6599998,-19.38,-25.92
1774594727739,-0.6751649,-0.19153613,9.653421,0.33353242,0.12217305,-0.34574974,3.72,-20.039999,-26.16
1774594727749,-0.7134721,-0.06703765,9.634268,0.3408628,0.08307768,-0.34208453,3.72,-20.52,-26.099998
1774594727759,-0.7038953,0.02873042,9.682152,0.34574974,0.034208454,-0.3408628,4.08,-20.34,-25.92
1774594727769,-0.78529817,-0.12449849,9.782708,0.36651915,-0.008552114,-0.3359759,4.68,-19.74,-25.74
1774594727779,-0.8571242,-0.12928689,9.720459,0.376293,-0.018325957,-0.32375857,5.16,-19.5,-25.619999
1774594727789,-0.90500826,-0.090979666,9.667787,0.3848451,-0.02321288,-0.30543262,5.22,-19.68,-25.68
1774594727799,-0.8858546,-0.01436521,9.572019,0.38606682,-0.019547688,-0.28710666,4.92,-20.279999,-25.8
1774594727810,-0.7278373,0.06703765,9.581595,0.3555236,0.042760566,-0.26145032,4.74,-20.34,-25.439999
1774594727820,-0.6607997,0.15801731,9.586384,0.33353242,0.07696902,-0.25411993,4.68,-20.58,-25.74
1774594727830,-0.60333884,0.22505496,9.619903,0.31520647,0.09162979,-0.25289822,5.22,-19.859999,-25.619999
1774594727840,-0.7422025,0.110133275,9.773131,0.2932153,0.12705997,-0.24312437,5.2799997,-20.4,-25.8
1774594727850,-0.80445176,0.08619126,9.773131,0.28955013,0.13194689,-0.22602014,5.4,-20.699999,-25.859999
1774594727859,-0.8475474,0.095768064,9.682152,0.2919936,0.12095132,-0.21135938,5.04,-20.76,-25.68
1774594727870,-0.82360536,0.04309563,9.548077,0.2919936,0.08674286,-0.19303341,5.46,-20.52,-25.74
1774594727881,-0.6895301,-0.05267244,9.548077,0.29565877,0.012217305,-0.13072516,5.4,-20.699999,-24.539999
1774594727891,-0.521936,-0.01436521,9.624691,0.30665436,-0.0036651916,-0.10629055,5.58,-21.24,-25.019999
1774594727901,-0.36391866,0.033518825,9.715671,0.33475417,-0.007330383,-0.07452556,5.8199997,-21.06,-25.08
1774594727911,-0.16280572,0.15801731,9.710882,0.38240165,0.0,-0.05009095,5.64,-21.359999,-24.66
1774594727921,0.19153613,0.36870706,9.390059,0.49968776,0.004886922,-0.03176499,5.94,-21.0,-25.08
1774594727933,0.25857377,0.4357447,9.074024,0.5656612,0.021991149,-0.030543262,5.8199997,-21.06,-24.779999
1774594727943,0.31603462,0.5410896,8.561666,0.6218608,0.013439035,-0.028099801,6.0,-21.18,-25.199999
1774594727953,0.6655881,1.1252748,7.560889,0.65240407,-0.04642576,-0.034208454,5.52,-21.9,-25.08
1774594727964,0.8858546,1.3024458,7.0581064,0.61575216,-0.089186326,-0.07452556,5.52,-22.02,-25.019999
1774594727974,1.0726024,1.4173675,6.631939,0.52656585,-0.1282817,-0.095294975,6.12,-21.9,-25.08
1774594727984,1.292869,1.4556746,6.4308257,0.33964106,-0.16615535,-0.12095132,6.42,-21.9,-25.26
1774594727994,1.5179238,1.5131354,6.7851677,-0.15149458,-0.21991149,-0.2003638,6.42,-22.68,-24.84
1774594728004,1.508347,1.6376339,7.3645644,-0.3371976,-0.23335053,-0.2406809,6.12,-22.439999,-24.42
1774594728014,1.3982137,1.6663644,8.327033,-0.53878313,-0.2284636,-0.30298916,5.94,-22.5,-24.18
1774594728024,1.1587936,1.5275006,9.251195,-0.66828656,-0.19547687,-0.36163223,5.8799996,-22.5,-23.82
1774594728034,0.41180268,1.4413095,10.817003,-0.7684685,-0.081855945,-0.4202753,6.06,-21.9,-24.0
1774594728044,0.10055647,1.4413095,11.382035,-0.7733554,0.008552114,-0.43493605,6.42,-21.359999,-24.0
1774594728055,-0.2777274,1.4269443,11.894394,-0.72204274,0.1160644,-0.45081854,6.24,-20.939999,-24.18
1774594728065,-1.0390835,1.2306197,12.291832,-0.48747048,0.25045475,-0.43860126,6.3599997,-20.58,-24.359999
1774594728075,-1.3120226,1.1683705,12.138602,-0.31764993,0.2883284,-0.40194935,6.24,-20.58,-24.119999
1774594728085,-1.4987702,1.1779473,11.841722,-0.19303341,0.28344148,-0.36774087,6.18,-20.699999,-24.24
1774594728096,-1.6232687,1.2593501,11.3964,-0.028099801,0.22968534,-0.32253686,5.8799996,-21.06,-23.939999
1774594728106,-1.757344,1.3982137,10.395624,0.24190263,0.02687807,-0.22113322,6.12,-20.939999,-24.3
1774594728117,-1.7717092,1.4508862,9.9550905,0.31520647,-0.05375614,-0.16737708,6.66,-20.22,-24.42
1774594728127,-1.6567876,1.5035586,9.41879,0.3811799,-0.13927728,-0.0842994,6.96,-19.8,-24.84
1774594728138,-1.0965444,1.6807296,8.623915,0.41050145,-0.25045475,0.04642576,6.66,-20.58,-24.66
1774594728148,-0.7422025,1.7717092,8.355764,0.39584067,-0.2761111,0.095294975,6.42,-21.0,-24.3
1774594728159,-0.49799395,1.8339585,8.236053,0.37507126,-0.29077184,0.12217305,6.42,-21.18,-24.06
1774594728170,-0.009576807,1.8387469,7.9152308,0.32375857,-0.27000242,0.13805555,6.54,-20.64,-23.88
1774594728180,0.22026655,1.7717092,7.7332716,0.2846632,-0.25167647,0.12583824,6.48,-20.88,-23.88
1774594728191,0.36870706,1.6519991,7.5848308,0.23335053,-0.22724187,0.10629055,6.8999996,-21.119999,-23.699999
1774594728202,0.58418524,1.4987702,7.422025,0.1160644,-0.20525073,0.07452556,7.3199997,-21.66,-23.939999
1774594728213,0.6847417,1.5131354,7.489063,0.04886922,-0.20158553,0.057421334,7.44,-21.3,-24.24
1774594728224,0.7757214,1.6136919,7.6949644,-0.0061086523,-0.19303341,0.039095376,6.8399997,-21.42,-24.539999
1774594728234,0.82360536,1.8339585,8.106767,-0.06719518,-0.112399206,0.009773844,6.06,-21.9,-24.6
1774594728245,0.80445176,1.9536686,8.192958,-0.09162979,-0.043982297,-0.007330383,6.2999997,-21.66,-24.779999
1774594728255,0.79966336,2.087744,8.192958,-0.12950343,0.021991149,-0.028099801,5.8199997,-21.84,-24.72
1774594728265,0.6751649,2.3415294,8.312668,-0.2321288,0.096516706,-0.06841691,2.9399998,-22.56,-25.98
