ts,x,y,heading
1774512339790,41,0,S
1774512341991,41,1,S
1774512343165,41,2,S
1774512344372,41,3,S
1774512345632,41,4,S
1774512346864,41,5,S
1774512348098,41,6,S
1774512349341,41,7,S
1774512350497,41,8,S
1774512351639,41,9,S
1774512352934,41,10,S
1774512354146,41,11,S
1774512355305,41,12,S
1774512356472,41,13,S
1774512357670,41,14,S
1774512358880,41,15,S
1774512360112,41,16,S
1774512361353,41,17,S
1774512362512,41,18,S
1774512363813,41,19,S
1774512364987,41,20,S
1774512366227,41,21,S
1774512367470,41,22,S
1774512368721,41,23,S
1774512369936,41,24,S
1774512371221,41,25,S
1774512372400,41,26,S
1774512373616,41,27,S
1774512374991,41,28,S
1774512376125,41,29,S
1774512377540,41,30,S
1774512378816,41,31,S
1774512380008,41,32,S
1774512381358,41,33,S
1774512382507,41,34,S
1774512383707,41,35,S
1774512384964,41,36,S
1774512386198,41,37,S
1774512387449,41,38,S
1774512388672,41,39,S
1774512389980,41,40,S
1774512391115,41,41,S
1774512392441,41,42,S
1774512393735,41,43,S
1774512395090,41,44,S
1774512397329,41,45,S
1774512398664,41,46,S
1774512399896,41,47,S
1774512401305,41,48,S
1774512405662,42,48,E
1774512406903,43,48,E
1774512408160,44,48,E
1774512409336,45,48,E
1774512410554,46,48,E
1774512411829,47,48,E
1774512413010,48,48,E
1774512414192,49,48,E
1774512415435,50,48,E
1774512416778,51,48,E
1774512418059,52,48,E
1774512419409,53,48,E
1774512420568,54,48,E
1774512421817,55,48,E
1774512422992,56,48,E
1774512424384,57,48,E
1774512425554,58,48,E
1774512426665,59,48,E
1774512427842,60,48,E
1774512429132,61,48,E
1774512430315,62,48,E
1774512431715,63,48,E
1774512432856,64,48,E
1774512434074,65,48,E
1774512435309,66,48,E
1774512436474,67,48,E
1774512437706,68,48,E
1774512439190,69,48,E
1774512442506,69,47,N
1774512443889,69,46,N
1774512445131,69,45,N
1774512446322,69,44,N
1774512447681,69,43,N
1774512448990,69,42,N
1774512450172,69,41,N
1774512451481,69,40,N
1774512452722,69,39,N
1774512453939,69,38,N
1774512455172,69,37,N
1774512456412,69,36,N
1774512457678,69,35,N
1774512458996,69,34,N
1774512460295,69,33,N
1774512461520,69,32,N
1774512462720,69,31,N
1774512464040,69,30,N
1774512465187,69,29,N
1774512466436,69,28,N
1774512467736,69,27,N
1774512468994,69,26,N
1774512470281,69,25,N
1774512471612,69,24,N
1774512472838,69,23,N
1774512474011,69,22,N
1774512475303,69,21,N
1774512476569,69,20,N
1774512477811,69,19,N
1774512479211,69,18,N
1774512480544,69,17,N
1774512481728,69,16,N
1774512483102,69,15,N
1774512484319,69,14,N
1774512485642,69,13,N
1774512486800,69,12,N
1774512488143,69,11,N
1774512489719,69,10,N
1774512490933,69,9,N
1774512492259,69,8,N
1774512493491,69,7,N
1774512494861,69,6,N
1774512496150,69,5,N
1774512497474,69,4,N
1774512498809,69,3,N
1774512500282,69,2,N
1774512501608,69,1,N
1774512502856,69,0,N
1774512507465,70,0,E
1774512508948,71,0,E
1774512510381,72,0,E
1774512511647,73,0,E
1774512512788,74,0,E
1774512514080,75,0,E
1774512515331,76,0,E
1774512516503,77,0,E
1774512517712,78,0,E
1774512518961,79,0,E
1774512520222,80,0,E
1774512521397,81,0,E
1774512522670,82,0,E
1774512524027,83,0,E
1774512525051,84,0,E
1774512526362,85,0,E
1774512527603,86,0,E
1774512528886,87,0,E
1774512530169,88,0,E
1774512531452,89,0,E
1774512532828,90,0,E
1774512534102,91,0,E
1774512535336,92,0,E
1774512536594,93,0,E
1774512537854,94,0,E
1774512539160,95,0,E
1774512540534,96,0,E
1774512542161,97,0,E
1774512543358,98,0,E
1774512544882,99,0,E
1774512546065,100,0,E
1774512547381,101,0,E
1774512548865,102,0,E
1774512550323,103,0,E
1774512554846,103,1,S
1774512556072,103,2,S
1774512557295,103,3,S
1774512558637,103,4,S
1774512559862,103,5,S
1774512561145,103,6,S
1774512563662,103,7,S
1774512564830,103,8,S
1774512566062,103,9,S
1774512567319,103,10,S
1774512568560,103,11,S
1774512569818,103,12,S
1774512571094,103,13,S
1774512572327,103,14,S
1774512573576,103,15,S
1774512574954,103,16,S
1774512576160,103,17,S
1774512577376,103,18,S
1774512578726,103,19,S
1774512579935,103,20,S
1774512581160,103,21,S
1774512582458,103,22,S
1774512583832,103,23,S
1774512585015,103,24,S
1774512586281,103,25,S
1774512587648,103,26,S
1774512588916,103,27,S
1774512590115,103,28,S
1774512591348,103,29,S
1774512592539,103,30,S
1774512593865,103,31,S
1774512595112,103,32,S
1774512596537,103,33,S
1774512597754,103,34,S
1774512599064,103,35,S
1774512600213,103,36,S
1774512601464,103,37,S
1774512602707,103,38,S
1774512603997,103,39,S
1774512605212,103,40,S
1774512606471,103,41,S
1774512607670,103,42,S
1774512608943,103,43,S
1774512610252,103,44,S
1774512611610,103,45,S
1774512613012,103,46,S
1774512614527,103,47,S
