x_m,y_m,00:08:2f:32:73:c0,00:08:2f:32:73:c1,00:08:2f:32:73:c2,00:08:2f:32:73:c3,00:08:2f:32:73:c5,00:08:2f:32:73:ca,00:08:2f:32:73:cc,00:08:2f:32:73:cd,00:08:2f:32:73:ce,00:08:2f:32:73:cf,00:08:2f:b1:89:20,00:08:2f:b1:89:21,00:08:2f:b1:89:22,00:08:2f:b1:89:23,00:08:2f:b1:89:25,00:08:2f:b1:89:2a,00:08:2f:b1:89:2c,00:08:2f:b1:89:2d,00:08:2f:b1:89:2e,00:08:2f:b1:89:2f,00:08:2f:b1:89:80,00:08:2f:b1:89:81,00:08:2f:b1:89:82,00:08:2f:b1:89:83,00:08:2f:b1:89:85,00:08:2f:b1:89:8a,00:08:2f:b1:89:8c,00:08:2f:b1:89:8d,00:08:2f:b1:89:8e,00:08:2f:b1:89:8f,00:08:2f:b1:89:a0,00:08:2f:b1:89:a1,00:08:2f:b1:89:a2,00:08:2f:b1:89:a3,00:08:2f:b1:89:a5,00:08:2f:b1:89:ac,00:08:2f:b1:90:00,00:08:2f:b1:90:01,00:08:2f:b1:90:02,00:08:2f:b1:90:03,00:08:2f:b1:90:05,00:08:2f:b1:90:0a,00:08:2f:b1:90:0c,00:08:2f:b1:90:0d,00:08:2f:b1:90:0e,00:08:2f:b1:90:0f,00:08:2f:b1:90:70,00:08:2f:b1:90:71,00:08:2f:b1:90:72,00:08:2f:b1:90:73,00:08:2f:b1:90:75,00:08:2f:b1:90:7a,00:08:2f:b1:90:7c,00:08:2f:b1:90:7d,00:08:2f:b1:90:7e,00:08:2f:b1:90:7f,00:08:2f:b1:ea:90,00:08:2f:b1:ea:91,00:08:2f:b1:ea:92,00:08:2f:b1:ea:93,00:08:2f:b1:ea:95,00:08:2f:b1:ea:9a,00:08:2f:b1:ea:9c,00:08:2f:b1:ea:9d,00:08:2f:b1:ea:9e,00:08:2f:b1:ea:9f,00:08:2f:c3:36:c0,00:08:2f:c3:36:c1,00:08:2f:c3:36:c2,00:08:2f:c3:36:c3,00:08:2f:c3:36:c5,00:08:2f:c3:36:ca,00:08:2f:c3:36:cc,00:08:2f:c3:36:cd,00:08:2f:c3:36:ce,00:08:2f:c3:36:cf,00:08:2f:c3:3b:80,00:08:2f:c3:3b:81,00:08:2f:c3:3b:82,00:08:2f:c3:3b:83,00:08:2f:c3:3b:85,00:08:2f:c3:3b:8a,00:08:2f:c3:3b:8c,00:08:2f:c3:3b:8d,00:08:2f:c3:3b:8e,00:08:2f:c3:3b:8f,00:08:2f:c3:3e:f5,00:08:2f:c3:3e:fa,00:08:2f:c3:3e:fc,00:08:2f:c3:3e:fd,00:08:2f:c3:3e:fe,00:08:2f:c3:3e:ff,00:08:2f:c3:3f:50,00:08:2f:c3:3f:51,00:08:2f:c3:3f:52,00:08:2f:c3:3f:53,00:08:2f:c3:3f:55,00:08:2f:c3:3f:5a,00:08:2f:c3:3f:5c,00:08:2f:c3:3f:5d,00:08:2f:c3:3f:5e,00:08:2f:c3:3f:5f,00:08:2f:c3:43:60,00:08:2f:c3:43:61,00:08:2f:c3:43:63,00:08:2f:c3:43:65,00:08:2f:c3:96:20,00:08:2f:c3:96:21,00:08:2f:c3:96:22,00:08:2f:c3:96:23,00:08:2f:c3:96:25,00:08:2f:c3:96:2a,00:08:2f:c3:96:2c,00:08:2f:c3:96:2d,00:08:2f:c3:96:2e,00:08:2f:c3:96:2f,00:08:2f:c3:9a:f0,00:08:2f:c3:9a:f1,00:08:2f:c3:9a:f3,00:08:2f:c3:9a:f5,00:08:2f:c3:9b:30,00:08:2f:c3:9b:31,00:08:2f:c3:9b:32,00:08:2f:c3:9b:33,00:08:2f:c3:9b:35,00:08:2f:c3:9b:3a,00:08:2f:c3:9b:3c,00:08:2f:c3:9b:3d,00:08:2f:c3:9b:3e,00:08:2f:c3:9b:3f,00:08:2f:c3:9c:90,00:08:2f:c3:9c:91,00:08:2f:c3:9c:92,00:08:2f:c3:9c:93,00:08:2f:c3:9c:95,00:08:2f:c3:9c:9a,00:08:2f:c3:9c:9c,00:08:2f:c3:9c:9f,00:08:2f:c3:9c:f0,00:08:2f:c3:9c:f1,00:08:2f:c3:9c:f2,00:08:2f:c3:9c:f3,00:08:2f:c3:9c:f5,00:08:2f:c3:9c:fa,00:08:2f:c3:9c:fc,00:08:2f:c3:9c:fd,00:08:2f:c3:9c:fe,00:08:2f:c3:9c:ff,00:08:2f:fb:68:b0,00:08:2f:fb:68:b2,00:08:2f:fb:68:b5,00:08:2f:fb:68:ba,00:08:2f:fb:68:bc,00:08:2f:fb:68:bd,00:08:2f:fb:68:be,00:08:2f:fb:68:bf,00:08:2f:fb:6a:70,00:08:2f:fb:6a:71,00:08:2f:fb:6a:73,00:16:78:66:c1:ea,00:22:6c:01:37:d2,00:31:92:cf:05:ee,00:31:92:cf:a1:86,00:31:92:cf:b2:4e,00:31:92:cf:b6:37,00:31:92:cf:c2:95,00:31:92:cf:c2:9a,00:31:92:cf:d1:fb,00:31:92:cf:d9:5a,02:3c:94:fb:1f:a7,04:f4:1c:2c:19:5d,06:31:92:b9:94:b1,06:31:92:cf:05:ee,06:31:92:cf:a1:86,06:31:92:cf:ad:5f,06:31:92:cf:d1:fb,06:31:92:cf:da:dc,06:31:92:cf:db:3c,18:e8:29:54:45:a7,18:f9:35:15:32:0e,18:f9:35:15:32:0f,18:f9:35:15:ed:af,1c:de:a7:1a:e6:00,1c:de:a7:1a:e6:01,1c:de:a7:1a:e6:02,1c:de:a7:1a:e6:03,1c:de:a7:1a:e6:05,1c:de:a7:1a:e6:0a,1c:de:a7:1a:e6:0c,1c:de:a7:1a:e6:0d,1c:de:a7:1a:e6:0e,1c:de:a7:1a:e6:0f,1c:de:a7:1b:0b:b0,1c:de:a7:1b:0b:b1,1c:de:a7:1b:0b:b3,1c:de:a7:1b:0b:b5,1c:de:a7:1b:0b:ba,1c:de:a7:1b:0b:bc,1c:de:a7:1b:0b:bd,1c:de:a7:1b:0b:be,1c:de:a7:1b:0b:bf,20:23:51:4a:1b:ef,20:23:51:4a:1f:62,20:23:51:4a:1f:63,20:4c:9e:bb:7e:60,20:4c:9e:bb:7e:61,20:4c:9e:bb:7e:65,20:4c:9e:bb:7e:6a,20:4c:9e:bb:7e:6c,20:4c:9e:bb:7e:6e,20:4c:9e:bb:7e:6f,20:4c:9e:bb:85:40,20:4c:9e:bb:85:43,20:4c:9e:bb:85:4a,20:4c:9e:bb:85:4c,20:4c:9e:bb:85:4d,20:4c:9e:bb:85:4e,20:4c:9e:bb:85:4f,20:4c:9e:bb:89:20,20:4c:9e:bb:89:21,20:4c:9e:bb:89:23,20:4c:9e:bb:89:25,20:4c:9e:bb:89:2a,20:4c:9e:bb:89:2c,20:4c:9e:bb:89:2d,20:4c:9e:bb:89:2e,20:4c:9e:bb:89:2f,20:4c:9e:bb:90:80,20:4c:9e:bb:90:81,20:4c:9e:bb:90:82,20:4c:9e:bb:90:83,20:4c:9e:bb:90:85,22:23:51:2a:1f:62,2e:b9:c1:21:06:b2,32:13:8b:57:4b:15,34:60:f9:3c:f7:4c,34:60:f9:3c:f7:4d,34:60:f9:70:da:da,34:b8:83:b6:c6:a0,34:b8:83:b6:c6:a1,34:b8:83:b6:c6:a3,34:b8:83:b6:c6:a4,34:b8:83:b6:c6:ab,34:b8:83:b6:c6:ac,34:b8:83:b6:c6:ae,34:b8:83:b6:c6:af,36:60:f9:2c:f7:4d,36:60:f9:60:da:da,3c:64:cf:51:02:ba,3c:64:cf:51:02:bb,3c:64:cf:51:03:9a,3c:64:cf:51:03:9b,3e:64:cf:a1:03:9a,48:22:54:f8:8f:75,48:22:54:f8:8f:77,48:22:54:f8:91:46,48:22:54:f8:91:97,48:22:54:f8:91:99,48:22:54:f8:93:da,48:22:54:f8:93:dc,4a:22:54:28:91:97,4a:22:54:78:91:97,4a:22:54:a8:91:46,4a:22:54:a8:93:da,4a:22:54:d8:93:da,50:ff:20:a3:99:59,50:ff:20:a3:99:5b,52:ff:20:f3:99:59,52:ff:20:f3:99:5b,60:32:b1:a4:36:22,60:a4:b7:cf:27:ba,62:91:bb:f2:08:83,62:91:bb:f2:08:87,62:91:bb:f2:08:8b,62:a4:b7:af:27:ba,6c:99:89:a0:25:00,6c:99:89:a0:25:01,6c:99:89:a0:25:02,6c:99:89:a0:25:03,6c:99:89:a0:25:05,6c:99:89:a0:25:0a,6c:99:89:a0:25:0c,6c:99:89:a0:25:0d,6c:99:89:a0:25:0e,6c:99:89:a0:25:0f,78:8c:b5:fd:d6:1b,7a:8c:b5:ad:d6:1b,82:84:2b:c3:34:d2,82:84:2b:c3:34:d6,82:84:2b:c3:34:da,86:cc:a8:85:eb:67,86:cc:a8:87:91:4d,92:32:b1:a4:36:24,94:54:c5:53:bf:15,a2:c2:4f:74:13:a6,a4:56:30:15:d4:30,a4:56:30:15:d4:31,a4:56:30:15:d4:3c,a4:56:30:15:d4:3e,a4:56:30:15:d4:3f,a4:56:30:47:2b:00,a4:56:30:47:2b:01,a4:56:30:47:2b:0c,a4:56:30:47:2b:0e,a4:56:30:47:2b:0f,a4:56:30:5c:49:93,a4:56:30:5c:49:9c,a4:56:30:5c:49:9e,a4:56:30:5c:49:9f,b0:4e:26:3e:2a:51,b6:8a:0a:ee:e3:47,bc:26:c7:2b:2a:ab,bc:26:c7:2b:2a:ad,bc:26:c7:2b:2a:ae,bc:26:c7:2b:2a:af,bc:26:c7:2b:4a:e0,bc:67:1c:e4:f3:c0,bc:67:1c:e4:f3:c1,bc:67:1c:e4:f3:c3,bc:67:1c:e4:f3:c5,bc:67:1c:e4:f3:ca,bc:67:1c:e4:f3:cc,bc:67:1c:e4:f3:cd,bc:67:1c:e4:f3:ce,bc:67:1c:e4:f3:cf,bc:67:1c:e4:fd:c0,bc:67:1c:e4:fd:c1,bc:67:1c:e4:fd:c2,bc:67:1c:e4:fd:c3,bc:67:1c:e4:fd:c5,bc:67:1c:e4:fd:ca,bc:67:1c:e4:fd:cc,bc:67:1c:e4:fd:cd,bc:67:1c:e4:fd:ce,bc:67:1c:e4:fd:cf,bc:67:1c:e8:bf:60,bc:67:1c:e8:bf:61,bc:67:1c:e8:bf:63,bc:67:1c:e8:bf:65,bc:67:1c:e8:bf:6a,bc:67:1c:e8:bf:6c,bc:67:1c:e8:bf:6d,bc:67:1c:e8:bf:6f,c2:15:96:42:c3:9a,c2:b5:d7:7f:d8:12,c4:6e:1f:08:f9:78,c4:6e:1f:08:f9:79,d4:c9:3c:db:34:00,d4:c9:3c:db:34:01,d4:c9:3c:db:34:02,d4:c9:3c:db:34:04,d4:c9:3c:db:34:0b,d4:c9:3c:db:34:0d,d4:c9:3c:db:34:0e,d4:c9:3c:db:34:0f,d4:c9:3c:db:62:80,d4:c9:3c:db:62:81,d4:c9:3c:db:62:82,d4:c9:3c:db:62:83,d4:c9:3c:db:62:8c,d4:c9:3c:db:62:8d,d4:c9:3c:db:62:8e,d4:c9:3c:db:62:8f,e2:41:a9:ab:aa:cb,e2:65:2f:74:5d:83,e2:65:2f:74:5d:87,e2:65:2f:74:5d:8b,ea:db:84:c6:14:65,f4:f2:6d:4d:50:2a,f8:1a:67:8f:f6:36
0.0,0.0,-70,-71,-120,-120,-70,-92,-92,-92,-91,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-75,-76,-75,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-49,-49,-120,-51,-59,-58,-58,-120,-58,-59,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-77,-77,-120,-77,-77,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-89,-91,-90,-90,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-69,-120,-120,-120,-70,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120
0.6015,0.0,-72,-120,-120,-120,-120,-92,-120,-92,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-84,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-76,-76,-75,-76,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-78,-54,-120,-54,-53,-57,-57,-120,-57,-57,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-73,-120,-120,-78,-78,-78,-78,-78,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-85,-82,-83,-83,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-77,-120,-77,-77,-69,-69,-120,-69,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-65,-120,-70,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-70,-120,-120
1.203,0.0,-75,-71,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-71,-120,-75,-120,-75,-74,-75,-74,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-63,-62,-120,-65,-63,-57,-57,-120,-57,-57,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-71,-120,-120,-120,-85,-84,-85,-84,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-82,-83,-83,-82,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-72,-120,-120,-120,-77,-75,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-70,-69,-120,-70,-70,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-74,-120,-75,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-66,-120,-120
1.5055,0.0,-120,-120,-120,-120,-120,-91,-89,-93,-93,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-120,-72,-71,-76,-76,-78,-76,-77,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-48,-47,-120,-48,-120,-63,-63,-120,-62,-63,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-120,-78,-120,-120,-84,-83,-120,-84,-83,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-82,-82,-82,-81,-81,-81,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-70,-70,-120,-70,-70,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-64,-120,-120
1.8635000000000002,0.0,-120,-74,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-120,-120,-120,-120,-79,-79,-120,-78,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-68,-70,-120,-69,-120,-74,-75,-74,-75,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-92,-58,-58,-62,-120,-120,-60,-61,-60,-59,-59,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-90,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-86,-120,-84,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-73,-120,-73,-120,-120,-79,-79,-120,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-79,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-67,-67,-120,-67,-68,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120
2.4650000000000003,0.0,-71,-120,-120,-120,-120,-92,-92,-90,-92,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-84,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-69,-120,-120,-73,-74,-74,-74,-73,-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-62,-63,-67,-62,-64,-62,-63,-63,-62,-63,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-90,-91,-120,-91,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-80,-80,-120,-77,-120,-89,-89,-89,-87,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-82,-82,-120,-82,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-67,-120,-120,-120,-120,-68,-69,-120,-68,-69,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-58,-120,-120
3.0665000000000004,0.0,-120,-120,-120,-120,-120,-92,-91,-91,-92,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-79,-120,-79,-120,-80,-79,-120,-80,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-78,-78,-79,-78,-78,-120,-120,-120,-120,-120,-88,-120,-120,-120,-87,-63,-62,-120,-63,-120,-69,-69,-120,-69,-69,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-80,-83,-80,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-86,-85,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-89,-88,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-59,-120,-120,-120,-120,-65,-65,-120,-65,-66,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-76,-70,-79,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-67,-120,-120
